,Unnamed: 0,event_starttime,event_peaktime,event_endtime,fl_goescls,ar_noaanum,Origin,Proximity Flag,Peak Time Long,Peak Time Short,Peak Flux,Background Start Time,Background End Time,Onset Start Time,Peak Temp Long,Peak EM Long,Peak Temp Short,Peak EM Short,Flare Max Temp,Flare Max EM,Temp 1/8,Temp 1/8 Upper,Temp 1/8 Lower,EM 1/8,EM 1/8 Error,Tdelta 1/8,Temp 1/6,Temp 1/6 Upper,Temp 1/6 Lower,EM 1/6,EM 1/6 Error,Tdelta 1/6,Temp 1/4,Temp 1/4 Upper,Temp 1/4 Lower,EM 1/4,EM 1/4 Error,Tdelta 1/4,Temp 1/3,Temp 1/3 Upper,Temp 1/3 Lower,EM 1/3,EM 1/3 Error,Tdelta 1/3,Temp 1/2,Temp 1/2 Upper,Temp 1/2 Lower,EM 1/2,EM 1/2 Error,Tdelta 1/2,Background Flag,FileNotFound Flag,IndexError Flag
10,10,2016-01-05 16:32:00,2016-01-05 16:48:00,2016-01-05 16:59:00,B3.8,0,GOES,False,2016-01-05 16:47:22.155,2016-01-05 16:47:32.395,2.0595846e-07,2016-01-05 16:28:20,2016-01-05 16:29:20,2016-01-05 16:33:38.865,7.915072760648965,1.5639649228485724e+47,9.690309949802025,1.0990815546709337e+47,9.307489330489263,1.1630001070020684e+47,nan,nan,nan,nan,,102.91125,nan,nan,nan,nan,,137.215,nan,nan,nan,nan,,205.8225,nan,nan,nan,nan,,274.43,nan,nan,nan,nan,,411.645,0.0,False,False
11,11,2016-01-05 23:33:00,2016-01-05 23:37:00,2016-01-05 23:38:00,B6.3,12476,GOES,False,2016-01-05 23:37:14.555,2016-01-05 23:37:12.505,2.387361e-07,2016-01-05 23:35:30,2016-01-05 23:36:30,2016-01-05 23:36:47.928,10.797545629121128,1.1522715066000217e+47,11.471885776507698,9.915472081653081e+46,12.357677830218579,5.739511148298855e+46,12.16395665121485,12.771027074283314,11.4982537242912,2.62712466994846e+46,1.742405824430651e+45,3.328375,12.172589620213072,12.834876186314915,11.439912691782185,2.8874850258851473e+46,2.795315565200539e+45,4.437833,12.12200123316837,12.698677895448034,11.492452440544387,3.0713491118698615e+46,2.7347383665277753e+45,6.65675,12.116378726493704,12.670269127732448,11.51388531984192,3.2390624258089456e+46,2.815173254966283e+45,8.875667,12.02339615165629,12.659394251855945,11.321615271165308,3.7198271129209004e+46,3.921272517736329e+45,13.3135,0.0,False,False
12,12,2016-01-06 00:14:00,2016-01-06 00:25:00,2016-01-06 00:37:00,B4.4,2476,SSW,False,2016-01-06 00:28:51.145,2016-01-06 00:28:08.135,1.9507863e-07,2016-01-06 00:12:40,2016-01-06 00:13:40,2016-01-06 00:17:53.735,6.60396090287353,2.125196465365532e+47,9.407754558007817,1.0173879618307211e+47,9.407754558007817,1.0173879618307211e+47,nan,nan,nan,nan,,82.17625,nan,nan,nan,nan,,109.568333,nan,nan,nan,nan,,164.3525,nan,nan,nan,nan,,219.136667,nan,nan,nan,nan,,328.705,0.0,False,False
13,13,2016-01-06 03:27:00,2016-01-06 03:48:00,2016-01-06 04:03:00,B6.6,12480,GOES,False,2016-01-06 03:47:10.075,2016-01-06 03:44:11.898,5.210606e-07,2016-01-06 03:27:00,2016-01-06 03:28:00,2016-01-06 03:29:08.728,7.282000969140107,4.624734786066749e+47,8.824906789525432,2.9234791909470705e+47,9.092878814617075,1.8130933795127345e+47,nan,nan,nan,nan,,135.168375,nan,nan,nan,nan,,180.2245,nan,nan,nan,nan,,270.33675,nan,nan,nan,nan,,360.449,nan,nan,nan,nan,,540.6735,1.0,False,False
14,14,2016-01-06 06:13:00,2016-01-06 06:16:00,2016-01-06 06:20:00,B5.6,2478,SSW,False,2016-01-06 06:16:23.938,2016-01-06 06:16:15.745,5.209308e-07,2016-01-06 06:10:30,2016-01-06 06:11:30,2016-01-06 06:14:19.008,9.175763855670533,3.1168696425939098e+47,9.827096488170788,2.790065452778978e+47,9.852619145182153,2.6784565697676796e+47,nan,nan,nan,nan,,15.61625,nan,nan,nan,nan,,20.821667,nan,nan,nan,nan,,31.2325,nan,nan,nan,nan,,41.643333,nan,nan,nan,nan,,62.465,0.0,False,False
15,15,2016-01-06 09:20:00,2016-01-06 09:25:00,2016-01-06 09:28:00,B8.2,0,SSW,False,2016-01-06 09:25:27.751,2016-01-06 09:25:15.465,7.087203e-07,2016-01-06 09:22:00,2016-01-06 09:23:00,2016-01-06 09:23:14.635,10.599738934568354,3.4972361835923773e+47,11.129392033272266,3.2506564291542403e+47,11.492061534082529,2.7152039585119704e+47,10.943317217550005,12.098915797930559,9.550515145362523,1.2699781975670244e+47,2.665497795846556e+46,16.639499999999998,10.981775162116614,12.0449543813102,9.719306236174145,1.4366247657715331e+47,2.7599222086140666e+46,22.186,10.867466377071635,11.653126041024903,9.978988950444268,1.839585359745929e+47,2.662783320350992e+46,33.279,10.745977144571452,11.368214454701935,10.062438876208212,2.054174245496217e+47,2.38287656673895e+46,44.372,10.626162845602964,11.045419618927735,10.180904864985793,2.2864880838806203e+47,1.7941159071398806e+46,66.558,0.0,False,False
16,16,2016-01-06 11:31:00,2016-01-06 11:37:00,2016-01-06 11:39:00,C1.8,0,SSW,False,2016-01-06 11:37:19.115,2016-01-06 11:37:04.778,2.4900598e-06,2016-01-06 11:31:30,2016-01-06 11:32:30,2016-01-06 11:32:42.635,12.240996752939676,1.0516542058010048e+48,14.194699796976552,8.542239690750726e+47,14.652266252848232,6.8434963352908915e+47,11.62229140274202,12.114466472704972,11.089660458329265,4.1826974767045383e+46,3.4246997242636735e+45,34.56,11.333112567686586,11.757793146616372,10.878115741369681,4.90673613631053e+46,3.7586774433691126e+45,46.08,11.137025794478106,11.482672539765353,10.77166190228965,5.819954953501139e+46,3.709552256187211e+45,69.12,10.881590470354361,11.206813499511961,10.539718922326909,6.929724829178634e+46,4.37173805611163e+45,92.16,10.537241900133484,10.929478263098623,10.122805152013743,9.871530384982246e+46,7.682787594037665e+45,138.24,0.0,False,False
17,17,2016-01-06 12:35:00,2016-01-06 13:41:00,2016-01-06 14:16:00,B6.6,0,SSW,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False
18,18,2016-01-06 14:44:00,2016-01-06 14:45:00,2016-01-06 14:46:00,B9.3,12480,GOES,True,2016-01-06 14:45:13.255,2016-01-06 14:45:13.255,8.700133e-07,2016-01-06 14:43:10,2016-01-06 14:44:10,2016-01-06 14:44:20.008,10.875510817024242,4.1638078587216e+47,10.875510817024242,4.1638078587216e+47,10.945554179262427,3.954060273503133e+47,10.509559732544023,12.241919689363725,8.236306491742218,7.295000967712662e+46,2.479721266097309e+46,6.655875,10.497486913990766,12.094344376484175,8.450896670283994,8.607131087525612e+46,2.6809177749004767e+46,8.8745,10.552816193101176,12.072977525013126,8.626296138307879,1.1124036944986268e+47,3.194094596296869e+46,13.31175,10.530554840954492,11.927261038171627,8.798106097310573,1.3601582677543033e+47,3.566550951296995e+46,17.749,10.456964034187465,11.514578872291471,9.218440299762122,1.8355624944664003e+47,3.623652075219273e+46,26.6235,False,False,False
19,19,2016-01-06 19:25:00,2016-01-06 19:30:00,2016-01-06 19:34:00,B6.8,2480,SSW,False,2016-01-06 19:30:16.028,2016-01-06 19:30:11.931,4.5422462e-07,2016-01-06 19:25:20,2016-01-06 19:26:20,2016-01-06 19:26:45.085,9.87120963454989,2.4536799026799134e+47,10.223634526820382,2.324677973399344e+47,11.076391527154396,1.423084289341293e+47,10.82155754550605,11.343831580724675,10.25604428719977,4.886829378934608e+46,3.9437571306594603e+45,26.367875,10.739372301155342,11.167755842398781,10.282944173580354,5.431014287657114e+46,3.866291036511672e+45,35.157167,10.56518414846805,10.915191242625404,10.197582549248143,6.243522907464518e+46,3.934920202060466e+45,52.73575,10.526407026853066,10.85918900091127,10.177894877005942,6.601815438540462e+46,4.01966391569678e+45,70.314333,10.303329779594113,10.661090518755953,9.92733367902977,8.52217280292254e+46,5.999334458111151e+45,105.4715,False,False,False
20,20,2016-01-06 21:46:00,2016-01-06 22:00:00,2016-01-06 22:14:00,B7.0,2480,SSW,False,2016-01-06 21:59:23.755,2016-01-06 21:56:54.248,5.3079395e-07,2016-01-06 21:45:20,2016-01-06 21:46:20,2016-01-06 21:47:12.615,7.268656604377163,4.7281981948806684e+47,8.513519313888821,3.2350519298764202e+47,8.513519313888821,3.2350519298764202e+47,8.537259097505268,8.875605934381941,8.185740204780924,7.06971073889323e+46,6.015258583391469e+45,91.3925,8.611055614073507,8.940382402205287,8.269094488474845,8.229615352580849e+46,6.629397219303094e+45,121.856667,8.70381435147977,9.010792233496476,8.385700694296972,1.0462542240707446e+47,7.646965988334775e+45,182.785,8.607734894223054,8.85247668755823,8.35607056424053,1.2346392051128035e+47,7.439735541643552e+45,243.713333,8.325598707395526,8.501468234239052,8.146334693174259,1.6081409131716333e+47,7.662786853003351e+45,365.57,False,False,False
21,21,2016-01-06 23:00:00,2016-01-06 23:09:00,2016-01-06 23:23:00,B5.8,2480,SSW,False,2016-01-06 23:09:34.458,2016-01-06 23:08:53.498,3.104301e-07,2016-01-06 22:56:20,2016-01-06 22:57:20,2016-01-06 23:01:29.081,8.446381221186066,2.1110372535719763e+47,10.365152401913118,1.5172993820563765e+47,11.0702609130628,7.497185880197646e+46,14.692114575374267,15.3395231212109,14.023506698567218,9.346013036586532e+45,7.377296525822815e+44,60.672125,14.278837048685494,14.88405879219011,13.64855879656792,1.1817505390612853e+46,9.147727588405727e+44,80.896167,12.976757843927647,13.423813501229981,12.504263693186566,1.6815265234982433e+46,1.1131303359102563e+45,121.34425,11.92092433457545,12.266920596893055,11.556213166325676,2.1210408025146001e+46,1.212062964507663e+45,161.792333,10.92501540938214,11.201443309826386,10.63647962598815,3.0927903014542824e+46,1.6268578523865794e+45,242.6885,False,False,False
22,22,2016-01-07 01:45:00,2016-01-07 01:48:00,2016-01-07 01:51:00,B6.0,2480,SSW,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
23,23,2016-01-07 02:39:00,2016-01-07 02:42:00,2016-01-07 02:44:00,B7.0,2480,SSW,False,2016-01-07 02:42:11.511,2016-01-07 02:42:03.318,6.2605136e-07,2016-01-07 02:39:00,2016-01-07 02:40:00,2016-01-07 02:40:27.061,10.29150457069258,3.203943490602171e+47,10.407082068493693,3.083595716089353e+47,10.780335493217216,2.481393526542016e+47,8.334278549605834,9.056678106586235,7.546133262046927,9.105621351581773e+46,1.7603106772893956e+46,13.05625,8.484371602165186,9.299263885189811,7.5853498867882845,1.0132671875890497e+47,2.0674452622020197e+46,17.408333,8.618428404200708,9.473073956440777,7.671137908317277,1.2499003312353793e+47,2.582421886645395e+46,26.1125,8.691646155078061,9.499446822545556,7.801960273013667,1.4664127068519014e+47,2.814150126470996e+46,34.816667,8.848811864080744,9.528049214485069,8.112747322310842,1.8217545249240531e+47,2.810048542684194e+46,52.225,True,False,False
24,24,2016-01-07 03:48:00,2016-01-07 03:52:00,2016-01-07 03:59:00,B8.1,2480,SSW,False,2016-01-07 03:52:09.925,2016-01-07 03:51:41.251,4.826461e-07,2016-01-07 03:48:40,2016-01-07 03:49:40,2016-01-07 03:50:35.715,10.221779261544384,2.491347930750059e+47,11.025881093275387,2.0430594137530797e+47,11.13549130790773,1.8625059724550347e+47,10.487050331444284,10.837287571716958,10.119406322831775,3.4231566439092057e+46,2.7496465037945703e+45,11.77625,10.23970812865775,10.743224875442166,9.699271735447617,4.016251661373429e+46,4.5040729765658145e+45,15.701667,9.914226120769186,10.559599034210704,9.210631217455932,5.431474448329316e+46,7.81131673646882e+45,23.5525,9.892557035092219,10.635643879423638,9.072015328567291,6.754126834922798e+46,1.0494416026337127e+46,31.403333,9.91192378941913,10.662864330117825,9.08147916675995,8.957164139721304e+46,1.3526575392198338e+46,47.105,False,False,False
25,25,2016-01-07 06:11:00,2016-01-07 06:17:00,2016-01-07 06:23:00,C1.0,2480,SSW,False,2016-01-07 06:17:20.075,2016-01-07 06:16:28.875,9.957903e-07,2016-01-07 06:11:30,2016-01-07 06:12:30,2016-01-07 06:12:37.451,9.364953881047311,5.785136560515768e+47,9.976579850749058,5.1235255869291815e+47,10.26849560847873,4.337935971181902e+47,nan,nan,nan,nan,,35.328,nan,nan,nan,nan,,47.104,nan,nan,nan,nan,,70.656,nan,nan,nan,nan,,94.208,nan,nan,nan,nan,,141.312,False,False,False
26,26,2016-01-07 12:36:00,2016-01-07 12:39:00,2016-01-07 12:41:00,B4.3,2480,SSW,False,2016-01-07 12:38:44.268,2016-01-07 12:38:40.171,2.2853993e-07,2016-01-07 12:36:40,2016-01-07 12:37:40,2016-01-07 12:38:19.695,8.858199874882228,1.441440548180145e+47,9.352151152466003,1.2865023035960855e+47,9.352151152466003,1.2865023035960855e+47,7.199351380074759,7.424842538751275,6.966309864670407,1.408546930726094e+47,9.046496823070426e+45,3.071625,7.431311119398525,7.719433187224475,7.131923962290513,1.3501784795926097e+47,1.0508362593767845e+46,4.0955,7.674778803015352,8.00023095002075,7.335564906046982,1.2832073473498703e+47,1.0435543541686371e+46,6.14325,7.792088197247255,8.094007918946229,7.4782248655387145,1.2669333226947484e+47,9.341457039285047e+45,8.191,8.121601318345279,8.475114745239797,7.75248068182292,1.2168474268230665e+47,9.700302264076854e+45,12.2865,False,False,False
27,27,2016-01-08 00:04:00,2016-01-08 00:21:00,2016-01-08 00:28:00,B4.2,2481,SSW,False,2016-01-08 00:21:55.028,2016-01-08 00:20:39.251,1.3445046e-07,2016-01-08 00:16:20,2016-01-08 00:17:20,2016-01-08 00:18:28.178,7.091960739196977,1.2582727816037202e+47,12.206325455309036,5.056265069082588e+46,12.273522862938618,4.5542393229335386e+46,10.545064458855729,10.959883041823371,10.105248968399646,2.441808422162808e+46,1.7168176805080146e+45,25.85625,10.484572833930551,10.862825609105002,10.085886040507916,2.669900360522739e+46,1.819219590678611e+45,34.475,10.555285582014534,10.911116144688345,10.181281599287905,3.0499331133623467e+46,1.9235076813680073e+45,51.7125,10.422274634800978,10.728436563389991,10.102988636142765,3.398172854847395e+46,1.9408602434628817e+45,68.95,10.363247744467415,10.616762275251038,10.100804810099428,3.8467147017004726e+46,1.7966307884760684e+45,103.425,False,False,False
28,28,2016-01-08 04:09:00,2016-01-08 04:14:00,2016-01-08 04:18:00,B4.5,2481,SSW,False,2016-01-08 04:13:04.141,2016-01-08 04:12:31.371,2.7587012e-07,2016-01-08 04:09:00,2016-01-08 04:10:00,2016-01-08 04:10:44.875,8.936062337220674,1.7169188214085761e+47,10.100314153675109,1.3473302268946589e+47,10.337488934565329,1.0974935820618455e+47,6.842430077216735,7.763004647482616,5.7645559390067955,2.466750548850958e+46,7.805717301265187e+45,17.40825,6.8837910986994055,7.605427422657562,6.070955314774767,2.7804058949155026e+46,6.896770707667026e+45,23.211,7.14891453597908,7.959789628543641,6.229982168284898,3.5942683542022905e+46,9.662134599185156e+45,34.8165,7.080463747919866,7.874660802911807,6.180807739508474,4.86598796409735e+46,1.3365029242680184e+46,46.422,6.869342891423889,7.5912933890800645,6.055703804472556,8.622329673078695e+46,2.2875226011507777e+46,69.633,True,False,False
29,29,2016-01-08 11:23:00,2016-01-08 11:31:00,2016-01-08 11:41:00,B8.6,2482,SSW,False,2016-01-08 11:30:51.671,2016-01-08 11:29:19.515,8.178641e-07,2016-01-08 11:20:50,2016-01-08 11:21:50,2016-01-08 11:22:25.821,8.567085991040804,5.435689965957865e+47,9.47770313038514,4.048232577546022e+47,9.559887693564953,3.829728581909646e+47,7.347009970518375,7.861671650155665,6.7935583424726,3.763009955758738e+46,5.581404493467386e+45,63.23125,6.439201846581155,6.872502241925564,5.9703854342723375,5.65996159723788e+46,9.385028849569993e+45,84.308333,6.501242113021109,6.836373887921198,6.145864799264744,6.95647982660682e+46,8.982286587266442e+45,126.4625,6.4729685475627505,6.7675912285174595,6.162610913973944,8.891687979536014e+46,1.0529294307069078e+46,168.616667,6.388590217384348,6.689386324182203,6.070660288945197,1.4137951233947707e+47,1.795846140523772e+46,252.925,False,False,False
30,30,2016-01-10 17:09:00,2016-01-10 17:13:00,2016-01-10 17:17:00,B4.2,2483,SSW,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
31,31,2016-01-11 11:18:00,2016-01-11 11:21:00,2016-01-11 11:24:00,B4.0,0,SSW,False,2016-01-11 11:21:45.288,2016-01-11 11:21:28.905,3.0020794e-07,2016-01-11 11:18:00,2016-01-11 11:19:00,2016-01-11 11:19:38.315,8.017282404738115,2.228843702955929e+47,8.55960294139822,1.872795749780349e+47,8.55960294139822,1.872795749780349e+47,nan,nan,nan,nan,,15.871625,nan,nan,nan,nan,,21.162167,nan,nan,nan,nan,,31.74325,nan,nan,nan,nan,,42.324333,nan,nan,nan,nan,,63.4865,False,False,False
