,event_starttime,event_peaktime,event_endtime,fl_goescls,hpc_x,hpc_y,ar_noaanum,Actual Peak Time,Background End Time,Mean Onset Temp,Flare Peak Temp,Peak Time NoSub,Peak Time,Fancy Temp,Fancy EM,Peak Temp,Peak EM,Mean Onset 1/8,Mean Onset 1/6,Mean Onset 1/4,Mean Onset 1/3,Mean Onset 1/2,Mean Onset 2/3,Mean Onset 3/4,Flare Max Temp,Flare Max EM,Fancy Onset,Flare Peak EM
86,2016-01-24 12:48:00.000,2016-01-24 13:00:00.000,2016-01-24 13:18:00.000,B5.9,-942.58362,185.744502,0,2016-01-24 13:00:33.915,2016-01-24 12:45:40,,,2016-01-24 13:00:33.915,2016-01-24 13:00:33.915,23.055774024910562,1.6353133564610724e+45,6.551774814708908,3.4048311320406564e+47,"(22.502860073004616, 2.0666839747848066e+45)","(23.698286425971816, 2.312764064138731e+45)","(18.74973607497475, 7.046806469779944e+45)","(16.018882425478903, 1.35085411303732e+46)","(13.083100095989426, 3.1203699135121873e+46)","(11.454334137154596, 5.159467429914597e+46)","(10.993755514356565, 6.204623828358761e+46)",,,,
87,2016-01-24 14:03:00.000,2016-01-24 14:15:00.000,2016-01-24 14:27:00.000,B4.6,-942.06912,170.657358,0,2016-01-24 14:16:45.011,2016-01-24 14:16:20,,,2016-01-24 14:16:45.011,2016-01-24 14:16:45.011,23.299536439578308,4.9975093490271245e+44,,,"(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)",,,,
88,2016-01-24 22:12:00.000,2016-01-24 22:17:00.000,2016-01-24 22:22:00.000,B7.4,-17.0827764,92.314056,2488,2016-01-24 22:17:10.488,2016-01-24 22:13:00.000,,,2016-01-24 22:17:10.488,2016-01-24 22:17:10.488,10.79544511936259,1.758807427599916e+47,9.96941604067103,3.705824853554946e+47,"(15.246952094216786, 3.9127309684857095e+45)","(12.247516756586673, 8.337697965310562e+45)","(10.679393709197353, 1.8996505660333592e+46)","(10.111628171299403, 2.5480487259376267e+46)","(10.35087107936094, 4.301302139811631e+46)","(10.724770181187226, 7.839166270806389e+46)","(10.820592716495456, 9.704583339953943e+46)",,,,
89,2016-01-25 06:50:00.000,2016-01-25 06:54:00.000,2016-01-25 07:01:00.000,B8.0,-866.50656,192.096918,0,2016-01-25 06:54:38.191,2016-01-25 06:50:30,,,2016-01-25 06:54:38.191,2016-01-25 06:54:38.191,12.11532273119057,,10.46924039997556,3.793082857580533e+47,"(12.11532273119057, nan)","(12.11532273119057, nan)","(12.11532273119057, nan)","(13.726898614826778, 6.927665302689646e+45)","(12.030923290064488, 3.5121210206784617e+46)","(11.280052521419053, 8.038159803953498e+46)","(11.407407391090404, 1.1020873900599795e+47)",,,,
90,2016-01-25 06:50:00.000,2016-01-25 06:54:00.000,2016-01-25 07:01:00.000,B8.0,-866.50656,192.096918,0,2016-01-25 06:54:38.191,2016-01-25 06:50:30,,,2016-01-25 06:54:38.191,2016-01-25 06:54:38.191,12.11532273119057,,10.46924039997556,3.793082857580533e+47,"(12.11532273119057, nan)","(12.11532273119057, nan)","(12.11532273119057, nan)","(13.726898614826778, 6.927665302689646e+45)","(12.030923290064488, 3.5121210206784617e+46)","(11.280052521419053, 8.038159803953498e+46)","(11.407407391090404, 1.1020873900599795e+47)",,,,
91,2016-01-25 07:52:00.000,2016-01-25 07:54:00.000,2016-01-25 07:57:00.000,B4.9,-859.0572,193.565382,0,2016-01-25 07:54:59.035,2016-01-25 07:49:20,,,2016-01-25 07:54:59.035,2016-01-25 07:54:59.035,16.233740036114963,1.086477760966577e+46,10.649930904458543,1.2353072719628395e+47,"(18.931418777159088, 2.839412487816554e+45)","(18.931418777159088, 2.839412487816554e+45)","(23.12266935850631, 2.379877356954483e+45)","(19.487884742161956, 8.114125848834862e+45)","(19.51726468582405, 8.025217059816702e+45)","(20.376811617045767, 7.720051546898355e+45)","(21.30062630182891, 7.362925683277565e+45)",,,,
92,2016-01-25 08:14:00.000,2016-01-25 08:17:00.000,2016-01-25 08:20:00.000,B4.6,-863.96208,208.73721,0,2016-01-25 08:17:40.945,2016-01-25 08:15:00.000,,,2016-01-25 08:17:40.945,2016-01-25 08:17:40.945,10.996575612427392,5.051743328473385e+46,9.173909934381603,1.3406346597621638e+47,"(7.950768426810794, 4.18325465393278e+46)","(8.42224215586201, 3.6230804244111e+46)","(9.302828640602566, 3.045421486206901e+46)","(9.916774908888824, 2.8963218913987016e+46)","(10.545583608913034, 3.157092809305275e+46)","(10.766286555290502, 3.855196711247902e+46)","(10.714771314443478, 4.4368251688857503e+46)",,,,
93,2016-01-25 09:00:00.000,2016-01-25 09:07:00.000,2016-01-25 09:11:00.000,C1.4,-859.05276,193.59384,0,2016-01-25 09:07:35.098,2016-01-25 09:02:10,,,2016-01-25 09:07:35.098,2016-01-25 09:07:35.098,9.691731278540505,2.5141200555703053e+47,12.253556746388707,9.137663412622558e+47,"(7.642259358121946, 4.937378155941606e+46)","(8.083581172863012, 4.770598608324215e+46)","(8.801064508018106, 6.06095921289643e+46)","(9.037952685294025, 8.824692733970909e+46)","(9.350857782446496, 1.3450037821397613e+47)","(9.229004949136574, 1.7997889803320653e+47)","(9.60866275615887, 2.2718165436542897e+47)",,,,
94,2016-01-25 10:27:00.000,2016-01-25 10:33:00.000,2016-01-25 10:35:00.000,C1.0,-859.047,193.630206,2489,2016-01-25 10:33:42.161,2016-01-25 10:28:20,,,2016-01-25 10:33:42.161,2016-01-25 10:33:42.161,10.397446155442111,1.85938907607465e+47,10.508898035151262,5.957720061468088e+47,"(7.0820765263248, 8.170040924695587e+46)","(6.98422298663414, 9.082332305212739e+46)","(7.259122132934872, 1.2238148069622821e+47)","(7.882867618007098, 1.2302059186053341e+47)","(8.694961958350529, 1.4037006460355279e+47)","(8.706071251564286, 1.3718794242154757e+47)","(8.979598973431917, 1.3093363436527361e+47)",,,,
95,2016-01-25 12:58:00.000,2016-01-25 13:11:00.000,2016-01-25 13:30:00.000,B8.0,-869.41668,-340.02156,2490,2016-01-25 13:10:59.251,2016-01-25 13:05:40,,,2016-01-25 13:10:59.251,2016-01-25 13:10:59.251,4.800625780930861,5.470601066574369e+46,4.033703574501165,7.301466272091568e+47,"(5.117153141741914, 4.781673850438356e+46)","(6.292494749985318, 6.106205026749565e+46)","(7.888656628567413, 4.612071553642921e+46)","(7.602750163333357, 8.300923308239216e+46)","(7.330344783213245, 1.273990930914936e+47)","(7.296783491036939, 1.2438216491294258e+47)","(7.315260443582656, 1.207742551786254e+47)",,,,
96,2016-01-25 13:55:00.000,2016-01-25 13:56:00.000,2016-01-25 13:57:00.000,B5.2,119.256378,109.558434,2488,2016-01-25 13:56:39.451,2016-01-25 13:55:50,,,2016-01-25 13:56:39.451,2016-01-25 13:56:39.451,17.243987991587538,4.815900865474953e+45,13.338764217224131,9.207816717095051e+45,"(13.745503947391297, 6.49967501365108e+45)","(16.709890442167307, 5.121773523921582e+45)","(17.022898934674146, 4.82887329261105e+45)","(22.56676069679747, 3.807973397756446e+45)","(20.658103978448597, 3.4700574637458816e+45)","(19.04232656289674, 3.6015595675773295e+45)","(18.121880169046456, 4.0211212591533925e+45)",,,,
97,2016-01-25 21:54:00.000,2016-01-25 21:58:00.000,2016-01-25 22:01:00.000,B4.7,-832.407,-312.666576,2490,2016-01-25 21:58:08.398,2016-01-25 21:55:00.000,,,2016-01-25 21:58:08.398,2016-01-25 21:58:08.398,12.24094278971732,4.8273615113585786e+45,7.9802491751304485,2.2009318538900497e+47,"(11.341727661581457, 4.4955563454349116e+45)","(11.528464978713256, 4.503825541503119e+45)","(11.433213504629878, 4.866088023248023e+45)","(12.42697000949487, 4.7361585342674594e+45)","(12.689163991783248, 5.5186039985548224e+45)","(11.119360523135882, 2.9266506328400534e+46)","(10.750782454696912, 4.5170265551729724e+46)",,,,
98,2016-01-26 01:57:00.000,2016-01-26 02:01:00.000,2016-01-26 02:04:00.000,B5.3,-762.2604,192.508302,2489,2016-01-26 02:01:12.238,2016-01-26 01:56:10,,,2016-01-26 02:01:12.238,2016-01-26 02:01:12.238,10.300499959229905,1.140946285845515e+47,9.831068494684581,1.5401873655318687e+47,"(18.71495323785622, 4.9443280485784825e+45)","(15.86676321514509, 7.133803098618399e+45)","(14.07720377244609, 8.154992861536243e+45)","(12.381593196683841, 1.3056335828857217e+46)","(11.416523125575559, 2.2826585076255144e+46)","(11.082566285275266, 3.86155316018117e+46)","(11.022465232697899, 4.684899184384876e+46)",,,,
99,2016-01-26 03:01:00.000,2016-01-26 03:05:00.000,2016-01-26 03:10:00.000,B7.3,-749.82474,210.455616,2489,2016-01-26 03:05:32.725,2016-01-26 03:01:40,,,2016-01-26 03:05:32.725,2016-01-26 03:05:32.725,10.562923721884076,1.6720958192256075e+47,10.399605580728183,2.4766814393470614e+47,"(12.886396918465469, 1.9362825078705912e+45)","(15.30943981819294, 3.999165252202736e+45)","(12.505210125712455, 1.2684354497313635e+46)","(11.597494509203063, 1.8730214626117743e+46)","(10.679589666284478, 3.099185974221359e+46)","(10.64366942241959, 5.553372887949049e+46)","(10.67102784783591, 7.179408045830172e+46)",,,,
100,2016-01-26 04:53:00.000,2016-01-26 04:56:00.000,2016-01-26 04:59:00.000,B5.3,-739.15332,211.78386,2489,2016-01-26 04:56:22.581,2016-01-26 04:54:20,,,2016-01-26 04:56:22.581,2016-01-26 04:56:22.581,10.765455000977676,1.370745661667087e+46,10.809653522242483,1.575249153667742e+47,"(11.806665995291132, 3.2016862701474394e+45)","(12.650398116191571, 5.509538152575294e+45)","(12.90961819463523, 7.729272379786428e+45)","(11.58671718520359, 8.674603276358367e+45)","(10.719581280087569, 1.4308195062035954e+46)","(10.88807602153162, 2.7622785665555773e+46)","(11.07053365546668, 3.6260599657331965e+46)",,,,
101,2016-01-26 16:54:00.000,2016-01-26 17:51:00.000,2016-01-26 18:45:00.000,C1.3,410.50665,-414.782796,0,2016-01-26 17:55:40.125,2016-01-26 17:07:10,,,2016-01-26 17:55:40.125,2016-01-26 17:55:40.125,7.565084622389789,4.5985017370299935e+47,7.440669852072263,9.027086316280075e+47,"(6.869682798202197, 1.5042696640891143e+47)","(6.878385037983781, 1.6249766811638758e+47)","(7.059576030203511, 1.7587616394926176e+47)","(7.062025923981606, 1.9849481592222653e+47)","(7.1581693584854635, 3.0318362183781234e+47)","(7.2431341540651495, 3.957831404810143e+47)","(7.269501940618161, 4.274186632801242e+47)",,,,
102,2016-01-26 17:04:00.000,2016-01-26 17:15:00.000,2016-01-26 18:40:00.000,C1.3,597.577014,-231.611094,2486,2016-01-26 17:55:40.125,2016-01-26 17:03:40,,,2016-01-26 17:55:40.125,2016-01-26 17:55:40.125,7.403989312096174,4.31912716509777e+47,7.513028330806689,9.318418260673204e+47,"(8.395959934805829, 6.271694436051704e+46)","(8.038506179133403, 9.072105540416956e+46)","(7.786811628275605, 1.3443771989466617e+47)","(7.753926266288824, 1.6150102099239036e+47)","(7.640685702642069, 2.567097905602413e+47)","(7.617932986497831, 3.659637639145222e+47)","(7.617064721864874, 4.030610512431425e+47)",,,,
103,2016-01-26 23:52:00.000,2016-01-27 01:02:00.000,2016-01-27 01:35:00.000,B7.4,-645.88362,221.98062,2489,2016-01-26 23:58:16.008,2016-01-26 23:57:30,,,2016-01-26 23:58:16.008,2016-01-26 23:58:16.008,14.595406462869061,6.171508346836857e+45,11.254765791209822,9.080239003350323e+45,"(9.17236819200866, 7.303042285224254e+45)","(8.642705409040706, 9.45688753923074e+45)","(12.880803108578858, 6.806449387522836e+45)","(14.910434956408467, 6.02133319949413e+45)","(16.54510654207053, 5.5407838672622506e+45)","(15.98616202914063, 5.442668008647117e+45)","(15.592693206991573, 5.334704585852184e+45)",,,,
104,2016-01-27 01:36:00.000,2016-01-27 01:48:00.000,2016-01-27 02:06:00.000,B5.8,-594.39141,226.318104,2489,2016-01-27 01:48:24.921,2016-01-27 01:39:20,,,2016-01-27 01:48:24.921,2016-01-27 01:48:24.921,9.610918799197371,3.5308903031260777e+46,8.717803531051679,6.351533515846376e+46,"(9.88182348781124, 2.5087260026050057e+46)","(9.75051339577654, 3.046720570053782e+46)","(9.588806193103311, 3.66452496225129e+46)","(9.556480066449083, 3.840058857506699e+46)","(10.184123989138659, 3.354891349403341e+46)","(10.063223578428092, 3.147750527226448e+46)","(10.118129163119058, 3.0407982610618044e+46)",,,,
105,2016-01-27 05:26:00.000,2016-01-27 05:37:00.000,2016-01-27 05:52:00.000,B9.4,-592.6353,243.00702,2489,2016-01-27 05:36:48.091,2016-01-27 05:22:30,,,2016-01-27 05:36:48.091,2016-01-27 05:36:48.091,11.526966647483158,1.4118586243587814e+47,8.89713661215388,5.728911290755378e+47,"(18.04009278589905, 2.3278020344047434e+45)","(16.575456493797688, 3.3384254754756855e+45)","(15.512190374554446, 5.6154860603303776e+45)","(14.213451356860979, 1.1672439191688288e+46)","(12.53912406777468, 3.695229197957407e+46)","(12.236795926990496, 8.358029612012908e+46)","(12.069516462792713, 1.1490142380948376e+47)",,,,
106,2016-01-27 13:26:00.000,2016-01-27 13:30:00.000,2016-01-27 13:34:00.000,C1.0,-498.683232,216.872406,2489,2016-01-27 13:29:57.251,2016-01-27 13:27:00.000,,,2016-01-27 13:29:57.251,2016-01-27 13:29:57.251,,,11.766578152946918,4.801796802383432e+47,"(14.920896798775509, 1.642224897777629e+45)","(15.599653663547276, 1.4467309856265844e+45)","(22.175189081063504, 1.7209236260164434e+45)","(20.33998461930895, 2.1765045827428988e+45)","(15.2483299908142, 1.3929391038084292e+46)","(13.952057016753052, 6.912769363960504e+46)","(13.666233097007796, 1.1289997013143048e+47)",,,,
107,2016-01-27 19:22:00.000,2016-01-27 19:27:00.000,2016-01-27 19:33:00.000,B5.3,-561.8001,-277.760184,2490,2016-01-27 19:27:48.328,2016-01-27 19:23:00.000,,,2016-01-27 19:27:48.328,2016-01-27 19:27:48.328,7.698604706923238,1.4227901401945738e+47,8.155222659678987,2.1589250747048717e+47,"(9.502112407846731, 1.1010981673977706e+46)","(8.260884569604446, 2.4753065390222973e+46)","(7.420108841412424, 4.3774891696827055e+46)","(7.3884421923479735, 5.223937259011093e+46)","(7.553816472849361, 8.209870992632368e+46)","(7.72125782133339, 1.1515120036543024e+47)","(7.770902825602758, 1.2512705339166059e+47)",,,,
108,2016-01-27 20:28:00.000,2016-01-27 20:31:00.000,2016-01-27 20:36:00.000,B5.2,-690.48078,-239.15481,2490,2016-01-27 20:31:54.465,2016-01-27 20:29:00.000,,,2016-01-27 20:31:54.465,2016-01-27 20:31:54.465,9.101531470658637,9.212825856330065e+46,7.911750706893303,1.809712438212718e+47,"(11.233257487457093, 2.004444569140308e+46)","(10.905869133514644, 2.507560165913946e+46)","(10.482963560815657, 3.418841670344902e+46)","(10.08773618918151, 4.5615853479968565e+46)","(9.591149117089042, 6.624036167390384e+46)","(9.159099269164138, 8.763046338099269e+46)","(8.991178690707788, 9.79501567974885e+46)",,,,
109,2016-01-28 03:18:00.000,2016-01-28 03:22:00.000,2016-01-28 03:25:00.000,B6.1,653.81274,88.821096,2488,2016-01-28 03:22:09.405,2016-01-28 03:19:00.000,,,2016-01-28 03:22:09.405,2016-01-28 03:22:09.405,,,9.553679118134662,1.9726759448199334e+47,"(14.886937185238176, 1.0815762868579319e+45)","(14.886937185238176, 1.0815762868579319e+45)","(10.972281182379378, 1.0457043042597674e+46)","(10.972281182379378, 1.0457043042597676e+46)","(8.525023244388054, 4.181441692092426e+46)","(9.028110750918078, 7.261662562435111e+46)","(9.208856798543923, 8.679415308120277e+46)",,,,
110,2016-01-28 05:17:00.000,2016-01-28 05:23:00.000,2016-01-28 05:28:00.000,C5.3,678.67266,86.589348,2488,2016-01-28 05:23:09.561,2016-01-28 05:19:00,,,2016-01-28 05:23:09.561,2016-01-28 05:23:09.561,8.122678239836983,7.374790364499699e+46,11.37220375141652,3.195988774576665e+48,"(6.839215629144818, 5.840335338717579e+46)","(7.411264743095489, 5.890523512363959e+46)","(8.105572490808365, 7.406521543883469e+46)","(8.689060804483812, 1.1836716575829786e+47)","(9.703118506135274, 3.5505400976786036e+47)","(10.472924705092995, 6.669784132513792e+47)","(10.72313987676283, 8.448964072939726e+47)",,,,
111,2016-01-28 06:52:00.000,2016-01-28 07:02:00.000,2016-01-28 07:12:00.000,C2.8,634.86336,207.745218,2488,2016-01-28 07:02:00.548,2016-01-28 06:53:00.000,,,2016-01-28 07:02:00.548,2016-01-28 07:02:00.548,11.561577429575875,3.4659251196925404e+47,11.025152605545232,1.6428489090442998e+48,"(11.704557369347329, 2.2117024622895835e+46)","(10.322040367058413, 3.0060682193763523e+46)","(10.104578019638383, 3.942108041801522e+46)","(10.398582010983025, 7.070545850469035e+46)","(10.977238247551975, 1.8226382796364898e+47)","(11.384518055203753, 3.2439087063933298e+47)","(11.519004425435801, 4.070306051142271e+47)",,,,
112,2016-01-28 11:48:00.000,2016-01-28 12:00:00.000,2016-01-28 12:16:00.000,C9.6,713.4879,117.034158,2488,2016-01-28 12:02:37.135,2016-01-28 11:48:30,,,2016-01-28 12:02:37.135,2016-01-28 12:02:37.135,9.595792611158156,1.8570559936288226e+47,10.956967647922385,6.35324977417004e+48,"(9.985236688825399, 4.4957657197679795e+46)","(10.10351131209243, 5.876283532045766e+46)","(10.0722124772618, 8.937783643075103e+46)","(9.99466534358399, 1.1662688532956156e+47)","(9.844179517610216, 1.7574650912574218e+47)","(10.18765460393262, 4.833837528962059e+47)","(10.437863667874327, 7.783027451741134e+47)",,,,
113,2016-01-28 21:48:00.000,2016-01-28 21:57:00.000,2016-01-28 22:02:00.000,C3.3,742.56312,180.738864,2488,2016-01-28 21:57:11.028,2016-01-28 21:49:00.000,,,2016-01-28 21:57:11.028,2016-01-28 21:57:11.028,9.291338366883963,8.290235329474735e+46,10.860160223469387,2.0722968839291357e+48,"(9.686036663082422, 3.775407178611382e+46)","(9.524266289447713, 4.499726319322277e+46)","(9.43454639901463, 5.891070495324688e+46)","(9.368748690488504, 7.853020839679103e+46)","(9.724903771790993, 1.6303408972964012e+47)","(10.23172764134778, 3.0744801060768216e+47)","(10.51673668963206, 3.9148330480386916e+47)",,,,
114,2016-01-29 03:14:00.000,2016-01-29 03:38:00.000,2016-01-29 04:04:00.000,B8.7,-459.333678,-252.870024,2490,2016-01-29 03:39:20.208,2016-01-29 03:24:50,,,2016-01-29 03:39:20.208,2016-01-29 03:39:20.208,7.622173111317273,5.7277721818540984e+47,7.002159309133475,7.203550742390839e+47,"(7.258768745988734, 1.7797716602143624e+47)","(7.246414511101349, 1.559341633044577e+47)","(7.482740687565719, 1.3751180780817612e+47)","(7.600569272227621, 1.4166277851334358e+47)","(7.577061517009547, 1.867371682969899e+47)","(7.636727119700511, 2.4338792194471085e+47)","(7.640502063159666, 2.7428605198817132e+47)",,,,
115,2016-01-29 04:15:00.000,2016-01-29 04:28:00.000,2016-01-29 04:36:00.000,C2.0,783.98862,175.559286,2488,2016-01-29 04:28:55.951,2016-01-29 04:16:00,,,2016-01-29 04:28:55.951,2016-01-29 04:28:55.951,10.629943880573624,1.0033268785629535e+47,9.697704669691097,1.223417933011158e+48,"(10.975248081971737, 6.255232609726654e+46)","(10.781011329174172, 8.506045693997176e+46)","(10.54748858863411, 1.1747664748138142e+47)","(10.580851478927213, 1.5685482442654117e+47)","(10.684564839124285, 2.4862476110492003e+47)","(10.712218628348584, 3.859798716286873e+47)","(10.660130894094193, 4.574851101310782e+47)",,,,
116,2016-01-29 07:57:00.000,2016-01-29 08:18:00.000,2016-01-29 08:26:00.000,C3.5,793.74102,174.275538,2488,2016-01-29 08:17:51.831,2016-01-29 07:57:40,,,2016-01-29 08:17:51.831,2016-01-29 08:17:51.831,11.150221467047995,1.036748924030684e+47,11.097720120137959,2.1882125126133362e+48,"(11.012583542655266, 4.1212900577494536e+46)","(11.114183272618684, 5.973113506418607e+46)","(10.801738017030518, 8.458718256376626e+46)","(10.437896718935718, 1.002152586993382e+47)","(10.107169403780826, 2.0048569124709054e+47)","(9.684730789014013, 2.531452609997013e+47)","(9.569664864232902, 2.591099140444212e+47)",,,,
117,2016-01-29 08:03:00.000,2016-01-29 08:06:00.000,2016-01-29 08:10:00.000,C1.0,834.57768,118.18101,2488,2016-01-29 08:06:38.045,2016-01-29 08:03:50,,,2016-01-29 08:06:38.045,2016-01-29 08:06:38.045,13.004539586085683,3.025878395035995e+46,9.584303437550329,3.835151033891239e+47,"(17.205195181696478, 4.2213926576684725e+45)","(16.606846028242906, 5.530716796927625e+45)","(14.866451556374134, 1.3414995520479555e+46)","(13.298590957084338, 2.6573501516995474e+46)","(12.016192403734001, 5.154965165337211e+46)","(11.495533525127247, 8.003163914822997e+46)","(11.360867068611983, 9.785171434597996e+46)",,,,
118,2016-01-29 14:53:00.000,2016-01-29 15:00:00.000,2016-01-29 15:11:00.000,B8.8,860.38872,97.000752,2488,2016-01-29 15:00:42.101,2016-01-29 14:54:00.000,,,2016-01-29 15:00:42.101,2016-01-29 15:00:42.101,9.554131272117507,4.0079870040078965e+47,8.842739431058755,4.880069471609403e+47,"(9.176457622550435, 1.9328663523802792e+46)","(7.759383685965208, 4.640026985950557e+46)","(6.530763592267893, 1.3097853676557809e+47)","(7.812446916782895, 1.053016087152405e+47)","(8.93013923053285, 1.4019676476313274e+47)","(9.319316660361146, 1.8889266924285095e+47)","(9.371869073023163, 2.1309530191075214e+47)",,,,
119,2016-01-29 16:33:00.000,2016-01-29 16:41:00.000,2016-01-29 16:49:00.000,C1.2,836.89428,183.951762,2488,2016-01-29 16:41:42.081,2016-01-29 16:34:00.000,,,2016-01-29 16:41:42.081,2016-01-29 16:41:42.081,9.49590024053478,2.8101848874895303e+47,8.863484758533176,8.703714824910017e+47,"(8.064907131816211, 3.512210383322079e+46)","(8.549465600146306, 3.7163203533192784e+46)","(8.42189259084762, 6.930286195859101e+46)","(8.704873340007763, 1.0973218593015713e+47)","(9.166072585275742, 2.1043558142923807e+47)","(9.311339191926546, 3.1546336210638263e+47)","(9.315018806422461, 3.667773037080034e+47)",,,,
120,2016-01-29 17:41:00.000,2016-01-29 17:44:00.000,2016-01-29 17:47:00.000,B4.1,838.82556,167.295516,2488,2016-01-29 17:43:57.608,2016-01-29 17:42:00.000,,,2016-01-29 17:43:57.608,2016-01-29 17:43:57.608,6.257551404982884,2.2211400237795926e+47,8.095948435495279,1.4788655877845586e+47,"(6.3617594811751434, 4.974158431109205e+46)","(6.160914586587472, 7.634958756381361e+46)","(6.937210174163198, 6.359258244462958e+46)","(7.126610454351092, 6.194242452413171e+46)","(6.211743345382387, 2.162236829917994e+47)","(6.322359610021403, 1.905763899546099e+47)","(6.48365246772942, 1.79753994312157e+47)",,,,
121,2016-01-29 20:48:00.000,2016-01-29 21:46:00.000,2016-01-29 22:57:00.000,C2.0,908.73132,-320.21958,2487,2016-01-29 21:43:38.621,2016-01-29 20:49:40,,,2016-01-29 21:43:38.621,2016-01-29 21:43:38.621,8.007260243873601,2.4793550067262744e+47,6.718772048083688,2.561232903156166e+48,"(11.770972147813545, 2.711252875856384e+46)","(10.687608646112341, 4.879035412232531e+46)","(9.749926437025737, 9.466945876823225e+46)","(9.268100428230339, 1.5906128558792604e+47)","(8.79031601912244, 3.3653384369571126e+47)","(8.474485546749545, 5.588790728007144e+47)","(8.348012209662988, 6.748222978701148e+47)",,,,
122,2016-01-29 20:51:00.000,2016-01-29 21:43:00.000,2016-01-29 22:40:00.000,C2.0,908.73108,-320.219088,2487,2016-01-29 21:43:38.621,2016-01-29 20:49:40,,,2016-01-29 21:43:38.621,2016-01-29 21:43:38.621,8.007260243873601,2.4793550067262744e+47,6.718772048083688,2.561232903156166e+48,"(11.770972147813545, 2.711252875856384e+46)","(10.687608646112341, 4.879035412232531e+46)","(9.749926437025737, 9.466945876823225e+46)","(9.268100428230339, 1.5906128558792604e+47)","(8.79031601912244, 3.3653384369571126e+47)","(8.474485546749545, 5.588790728007144e+47)","(8.348012209662988, 6.748222978701148e+47)",,,,
123,2016-01-30 21:20:00.000,2016-01-30 21:25:00.000,2016-01-30 21:28:00.000,B9.1,957.11442,84.925548,2488,2016-01-30 21:25:35.865,2016-01-30 21:21:00.000,,,2016-01-30 21:25:35.865,2016-01-30 21:25:35.865,8.556571648522556,2.2083676901146675e+47,9.172405646467073,5.108219399039579e+47,"(7.539255324717914, 3.0252179896307625e+46)","(7.5364272242627495, 3.047342369239367e+46)","(7.232686747129999, 4.397413826068925e+46)","(6.869501543689275, 6.390382594415714e+46)","(7.204626944842033, 8.852702537859777e+46)","(7.618276531442398, 1.2520112495248256e+47)","(7.820566089968904, 1.417230365472068e+47)",,,,
124,2016-01-31 08:09:00.000,2016-01-31 08:13:00.000,2016-01-31 08:16:00.000,B5.3,959.77524,83.280768,2488,2016-01-31 08:13:33.005,2016-01-31 08:10:00.000,,,2016-01-31 08:13:33.005,2016-01-31 08:13:33.005,14.893641644740248,2.3957067203539946e+46,7.9715241443475335,2.3785195306663317e+47,"(20.594995009973914, 1.1122017895467385e+45)","(19.991084585548485, 1.89620420354495e+45)","(18.720237873220643, 5.1517062607113634e+45)","(15.856142308580614, 1.5511385037958098e+46)","(13.232939388597432, 3.6351828967955283e+46)","(11.966625097631765, 5.588191805144278e+46)","(11.62386383321092, 6.453529750959557e+46)",,,,
125,2016-01-31 09:56:00.000,2016-01-31 10:02:00.000,2016-01-31 10:07:00.000,B6.0,952.20102,135.433188,2488,2016-01-31 10:02:30.168,2016-01-31 09:57:00.000,,,2016-01-31 10:02:30.168,2016-01-31 10:02:30.168,5.9636317726843515,4.401431292479851e+47,7.058242869742546,4.1588584156458096e+47,"(10.958332218177194, 8.045430368135103e+45)","(10.75494509745035, 8.47215411811034e+45)","(10.75494509745035, 8.47215411811034e+45)","(8.842791262602292, 3.475274132984502e+47)","(7.522440627602975, 2.7996072797258273e+47)","(7.363800907679005, 2.8249674395813526e+47)","(7.369642795893749, 2.8678650577172623e+47)",,,,
126,2016-01-31 15:58:00.000,2016-01-31 16:01:00.000,2016-01-31 16:10:00.000,B4.3,376.12488,260.664702,2489,2016-01-31 16:01:53.348,2016-01-31 15:58:40,,,2016-01-31 16:01:53.348,2016-01-31 16:01:53.348,19.351314562813936,8.157838748811174e+45,8.269975403812273,1.360712428306842e+47,"(37.95009172559503, 4.3575761281878416e+44)","(37.95009172559503, 4.3575761281878416e+44)","(24.759785789741354, 8.629938831125233e+45)","(17.17688521978892, 4.689864128680978e+46)","(13.433650522291426, 4.974848605850661e+46)","(11.968628284534326, 6.241694266642206e+46)","(11.484756849365079, 7.03742185836972e+46)",,,,
127,2016-01-31 19:01:00.000,2016-01-31 19:07:00.000,2016-01-31 19:11:00.000,B8.6,174.17244,-255.482814,2490,2016-01-31 19:07:56.921,2016-01-31 19:02:00.000,,,2016-01-31 19:07:56.921,2016-01-31 19:07:56.921,,,9.261653977613786,5.303405214496601e+47,"(29.52447521391371, 2.95384290818641e+45)","(24.77024929659628, 5.186011353650935e+45)","(16.435995735320073, 2.2655736167877404e+46)","(14.186256693292082, 3.9271939563488656e+46)","(12.219937827315823, 9.59607549767922e+46)","(11.069304376901172, 1.2850564371388435e+47)","(10.70105464635847, 1.4131485286599174e+47)",,,,
