,event_starttime,event_peaktime,event_endtime,fl_goescls,hpc_x,hpc_y,ar_noaanum,Actual Peak Time,Background End Time,Mean Onset Temp,Flare Peak Temp,Peak Flux NoSub,Peak Flux,Fancy Onset,Mean Onset 1/8,Mean Onset 1/6,Mean Onset 1/4,Mean Onset 1/3,Mean Onset 1/2,Mean Onset 2/3,Mean Onset 3/4
168,2016-02-06 15:48:00.000,2016-02-06 15:51:00.000,2016-02-06 15:53:00.000,B6.6,132.489678,-114.079188,2494,2016-02-06 15:51:11.698,2016-02-06 15:46:30,,10.101214293334618,2016-02-06 15:51:11.698,2016-02-06 15:51:11.698,,,,,,,,
169,2016-02-06 19:33:00.000,2016-02-06 19:38:00.000,2016-02-06 19:42:00.000,C1.0,165.300744,-114.487944,2494,2016-02-06 19:37:46.225,2016-02-06 19:34:40,,9.874488818502126,2016-02-06 19:37:46.225,2016-02-06 19:37:46.225,,,,,,,,
170,2016-02-06 21:48:00.000,2016-02-06 21:51:00.000,2016-02-06 21:53:00.000,B7.8,264.312654,-82.963938,2494,2016-02-06 21:51:22.071,2016-02-06 21:49:20,,11.065653527206536,2016-02-06 21:51:22.071,2016-02-06 21:51:22.071,,,,,,,,
171,2016-02-06 22:37:00.000,2016-02-06 22:44:00.000,2016-02-06 22:48:00.000,C1.5,197.90691,-115.054806,2494,2016-02-06 22:44:59.475,2016-02-06 22:38:00,,8.86382252252329,2016-02-06 22:44:59.475,2016-02-06 22:44:59.475,9.333411871933082,11.75582232131314,11.276834491400166,10.526151575231937,10.21956803576536,10.032985275442867,9.984279271744818,10.00190070372954
172,2016-02-07 01:52:00.000,2016-02-07 01:58:00.000,2016-02-07 02:03:00.000,B8.2,230.267016,-115.741494,2494,2016-02-07 01:59:37.168,2016-02-07 01:51:30,,7.461063726375839,2016-02-07 01:59:37.168,2016-02-07 01:59:37.168,8.958579730906742,12.621160525763726,12.054348322347648,11.261578197852808,10.84513295934748,10.271800077493946,9.91688198044255,9.717289644137415
173,2016-02-07 04:39:00.000,2016-02-07 04:45:00.000,2016-02-07 04:49:00.000,C1.7,-720.8805,173.541324,2496,2016-02-07 04:45:05.855,2016-02-07 04:37:50,,10.064113837084795,2016-02-07 04:45:05.855,2016-02-07 04:45:05.855,12.415143412126673,,,,,,,
174,2016-02-07 06:55:00.000,2016-02-07 06:58:00.000,2016-02-07 07:01:00.000,B7.0,881.39484,-91.051266,2495,2016-02-07 06:58:53.978,2016-02-07 06:52:20,,11.708894419710022,2016-02-07 06:58:53.978,2016-02-07 06:58:53.978,10.888466003375594,,,,,,,
175,2016-02-07 10:29:00.000,2016-02-07 10:35:00.000,2016-02-07 10:41:00.000,C1.1,-673.97754,179.170128,2496,2016-02-07 10:35:18.185,2016-02-07 10:25:10,,9.100320114534632,2016-02-07 10:35:18.185,2016-02-07 10:35:18.185,11.717093028074089,,,,,,,
176,2016-02-07 11:54:00.000,2016-02-07 12:00:00.000,2016-02-07 12:12:00.000,C2.7,-587.613264,285.526242,2496,2016-02-07 12:01:39.568,2016-02-07 11:51:20,,9.313476084399664,2016-02-07 12:01:39.568,2016-02-07 12:01:39.568,8.967108066811697,7.674986761897731,8.01002113948818,8.419447945748399,8.511054686668775,8.694279709571424,8.945746885496481,9.087839394577244
177,2016-02-08 03:44:00.000,2016-02-08 03:47:00.000,2016-02-08 03:50:00.000,B6.4,-918.06216,319.95003,0,2016-02-08 03:47:27.308,2016-02-08 03:45:10,,9.244033099989172,2016-02-08 03:47:27.308,2016-02-08 03:47:27.308,,,,,,,,
178,2016-02-08 05:22:00.000,2016-02-08 05:29:00.000,2016-02-08 05:43:00.000,C1.6,131.86575,340.136412,2492,2016-02-08 05:29:14.425,2016-02-08 05:23:40,,8.652920992022144,2016-02-08 05:29:14.425,2016-02-08 05:29:14.425,9.399711487852827,8.103584878530402,8.238561423718101,8.607046498074627,8.901968227349746,9.238513940391455,9.36895468805414,9.370438336557475
179,2016-02-08 08:49:00.000,2016-02-08 08:52:00.000,2016-02-08 08:54:00.000,B5.7,-667.24212,246.007968,2497,2016-02-08 08:52:17.895,2016-02-08 08:49:20,,9.894119610237617,2016-02-08 08:52:17.895,2016-02-08 08:52:17.895,,,,,,,,
180,2016-02-08 16:13:00.000,2016-02-08 16:18:00.000,2016-02-08 16:31:00.000,B7.8,229.180794,338.360736,2492,2016-02-08 16:18:43.405,2016-02-08 16:11:50,,8.48531565198599,2016-02-08 16:18:43.405,2016-02-08 16:18:43.405,,,,,,,,
181,2016-02-09 00:26:00.000,2016-02-09 00:31:00.000,2016-02-09 00:39:00.000,B7.4,340.851252,318.623592,2492,2016-02-09 00:31:36.398,2016-02-09 00:24:10,,9.745790387983536,2016-02-09 00:31:36.398,2016-02-09 00:31:36.398,10.179154063866385,,,,,,,
182,2016-02-09 01:25:00.000,2016-02-09 01:35:00.000,2016-02-09 01:46:00.000,B6.9,665.13012,-106.977948,2494,2016-02-09 01:35:03.628,2016-02-09 01:25:50,,7.1534988309218175,2016-02-09 01:35:03.628,2016-02-09 01:35:03.628,,,,,,,,
183,2016-02-09 02:27:00.000,2016-02-09 02:35:00.000,2016-02-09 02:42:00.000,B7.9,356.280468,317.992476,2492,2016-02-09 02:35:14.248,2016-02-09 02:28:00.000,,8.339393241935207,2016-02-09 02:35:14.248,2016-02-09 02:35:14.248,,,,,,,,
184,2016-02-09 03:09:00.000,2016-02-09 03:14:00.000,2016-02-09 03:20:00.000,B6.2,371.602884,317.286468,2492,2016-02-09 03:14:11.015,2016-02-09 03:10:00.000,,8.906412996779482,2016-02-09 03:14:11.015,2016-02-09 03:14:11.015,,,,,,,,
185,2016-02-09 03:54:00.000,2016-02-09 04:00:00.000,2016-02-09 04:03:00.000,B6.0,356.276712,318.040104,2492,2016-02-09 03:59:53.278,2016-02-09 03:58:20,,11.40246270355583,2016-02-09 03:59:53.278,2016-02-09 03:59:53.278,9.166329267722073,9.406017093136875,9.433316323528029,9.424448699606607,9.298292536013381,9.167365100719278,9.157830805832267,9.27648331198522
186,2016-02-09 05:25:00.000,2016-02-09 06:48:00.000,2016-02-09 07:40:00.000,C1.3,652.29594,115.925022,0,2016-02-09 06:50:59.855,2016-02-09 05:26:00.000,,6.567505639012435,2016-02-09 06:50:59.855,2016-02-09 06:50:59.855,7.850768405571492,,,,,,,
187,2016-02-09 05:58:00.000,2016-02-09 06:01:00.000,2016-02-09 06:06:00.000,C1.0,-853.95366,367.939674,2498,2016-02-09 06:01:34.371,2016-02-09 05:59:50,,9.0663361431191,2016-02-09 06:01:34.371,2016-02-09 06:01:34.371,9.35366012048083,8.905129826827167,9.518814644167989,10.450275631832364,10.438369287757975,9.624671793114777,9.438229277160369,9.465834033431847
188,2016-02-09 11:58:00.000,2016-02-09 12:06:00.000,2016-02-09 12:21:00.000,B5.6,741.10824,-133.21476,2494,2016-02-09 12:06:17.048,2016-02-09 12:05:20,,9.633286538217186,2016-02-09 12:06:17.048,2016-02-09 12:06:17.048,,,,,,,,
189,2016-02-09 12:24:00.000,2016-02-09 12:28:00.000,2016-02-09 12:33:00.000,B6.7,400.184604,332.068032,2492,2016-02-09 12:27:59.565,2016-02-09 12:25:20,,7.888470858693015,2016-02-09 12:27:59.565,2016-02-09 12:27:59.565,,,,,,,,
190,2016-02-09 17:44:00.000,2016-02-09 17:47:00.000,2016-02-09 17:49:00.000,B5.6,960.0162,-149.180052,2495,2016-02-09 17:46:57.928,2016-02-09 17:46:10,,,2016-02-09 17:46:57.928,2016-02-09 17:46:57.928,,,,,,,,
191,2016-02-09 19:26:00.000,2016-02-09 19:39:00.000,2016-02-09 19:47:00.000,B9.1,758.52192,-152.743752,2494,2016-02-09 19:39:30.138,2016-02-09 19:26:40,,8.07328554788056,2016-02-09 19:39:30.138,2016-02-09 19:39:30.138,,9.610323140511397,9.578046128106992,9.771289148317326,9.600396370922175,9.188322002713688,8.878740543455121,8.658536137673696
192,2016-02-09 21:51:00.000,2016-02-09 22:05:00.000,2016-02-09 22:08:00.000,B6.2,-388.268832,300.99315,2497,2016-02-09 22:05:29.405,2016-02-09 21:48:00,,6.876190339869645,2016-02-09 22:05:29.405,2016-02-09 22:05:29.405,,,,,,,,
193,2016-02-10 02:43:00.000,2016-02-10 02:50:00.000,2016-02-10 02:55:00.000,B9.1,-343.341072,287.144598,2497,2016-02-10 02:50:30.185,2016-02-10 02:39:40,,10.545067837945645,2016-02-10 02:50:30.185,2016-02-10 02:50:30.185,11.381206189910108,,,,,,,
194,2016-02-10 07:50:00.000,2016-02-10 08:01:00.000,2016-02-10 08:08:00.000,B6.3,-296.072214,289.248282,2497,2016-02-10 08:01:31.468,2016-02-10 07:51:00.000,,8.368731526013383,2016-02-10 08:01:31.468,2016-02-10 08:01:31.468,14.693091837390927,,,,,,,
195,2016-02-10 14:39:00.000,2016-02-10 14:42:00.000,2016-02-10 14:44:00.000,B4.0,-230.969196,307.807566,2497,2016-02-10 14:41:41.965,2016-02-10 14:40:40,,8.483945614288626,2016-02-10 14:41:41.965,2016-02-10 14:41:41.965,,,,,,,,
196,2016-02-10 15:12:00.000,2016-02-10 15:22:00.000,2016-02-10 15:34:00.000,C1.3,-231.795708,291.627858,2497,2016-02-10 15:22:06.771,2016-02-10 15:08:50,,10.874836190463556,2016-02-10 15:22:06.771,2016-02-10 15:22:06.771,12.853116152152422,,,,,,,
197,2016-02-10 20:41:00.000,2016-02-10 20:48:00.000,2016-02-10 21:03:00.000,B5.9,101.283408,228.896508,2496,2016-02-10 20:48:21.405,2016-02-10 20:42:30,,7.687844596394981,2016-02-10 20:48:21.405,2016-02-10 20:48:21.405,9.890270002595043,9.844618553731044,9.818568530394254,9.800291150312187,9.764216998269694,9.817665851718823,9.704167079487467,9.535865552099613
198,2016-02-10 22:29:00.000,2016-02-10 22:35:00.000,2016-02-10 22:43:00.000,B5.8,84.03273,262.11285,2496,2016-02-10 22:34:53.195,2016-02-10 22:30:00.000,,7.765977003584686,2016-02-10 22:34:53.195,2016-02-10 22:34:53.195,,,,,,,,
199,2016-02-11 04:08:00.000,2016-02-11 04:13:00.000,2016-02-11 04:19:00.000,B4.7,-16.7225676,295.351536,2497,2016-02-11 04:13:25.225,2016-02-11 04:09:00.000,,7.427884447486369,2016-02-11 04:13:25.225,2016-02-11 04:13:25.225,,,,,,,,
200,2016-02-11 16:22:00.000,2016-02-11 16:49:00.000,2016-02-11 17:04:00.000,C2.6,0.0,295.771968,2497,2016-02-11 16:49:09.575,2016-02-11 16:22:50,,9.13033800977258,2016-02-11 16:49:09.575,2016-02-11 16:49:09.575,10.41016709147478,10.738367679202472,11.051277451473014,11.38973967981078,11.251140081187316,10.582234564235392,9.906583094343974,9.661124742095785
201,2016-02-11 20:18:00.000,2016-02-11 21:03:00.000,2016-02-11 21:28:00.000,C8.9,182.791872,293.836842,2497,2016-02-11 21:03:49.598,2016-02-11 20:19:00.000,,9.5179588718671,2016-02-11 21:03:49.598,2016-02-11 21:03:49.598,9.415964904891684,,,,,,,
202,2016-02-11 23:54:00.000,2016-02-11 23:59:00.000,2016-02-12 00:02:00.000,C1.2,859.53582,263.937372,2492,2016-02-11 23:59:12.198,2016-02-11 23:55:00,,9.844329636970393,2016-02-11 23:59:12.198,2016-02-11 23:59:12.198,9.229754045980025,8.814324812974375,8.86791560565588,9.064794438018849,9.143689636094743,9.543849930879949,9.932524870735792,10.05067240590218
203,2016-02-12 00:49:00.000,2016-02-12 00:53:00.000,2016-02-12 00:56:00.000,C1.2,149.325672,310.842192,2497,2016-02-12 00:52:47.555,2016-02-12 00:46:50,,11.652896056423794,2016-02-12 00:52:47.555,2016-02-12 00:52:47.555,,,,,,,,
204,2016-02-12 06:27:00.000,2016-02-12 06:36:00.000,2016-02-12 06:55:00.000,C2.1,852.42888,265.768308,2492,2016-02-12 06:36:24.698,2016-02-12 06:28:50,,8.668872080331234,2016-02-12 06:36:24.698,2016-02-12 06:36:24.698,9.402889759797695,9.651278548292286,9.623235951339575,9.321965310862515,9.107525890046688,9.012220257513983,9.035866379583098,9.040962512988438
205,2016-02-12 07:59:00.000,2016-02-12 08:12:00.000,2016-02-12 08:24:00.000,B8.3,230.89719,309.111336,2497,2016-02-12 08:12:01.101,2016-02-12 08:02:10,,7.608259563414423,2016-02-12 08:12:01.101,2016-02-12 08:12:01.101,11.873452769767933,11.638291858156144,11.531777251335006,11.266747570742606,11.073417650891793,10.856628541551288,10.529070448319795,10.323653122098825
206,2016-02-12 10:36:00.000,2016-02-12 10:47:00.000,2016-02-12 10:53:00.000,M1.0,231.719784,293.006616,2497,2016-02-12 10:47:43.981,2016-02-12 10:37:50,,12.993381929470306,2016-02-12 10:47:43.981,2016-02-12 10:47:43.981,9.404025649372924,,,,,,,
207,2016-02-12 17:10:00.000,2016-02-12 17:21:00.000,2016-02-12 17:27:00.000,C6.8,295.94415,291.032202,2497,2016-02-12 17:21:08.968,2016-02-12 17:07:40,,11.453200719568919,2016-02-12 17:21:08.968,2016-02-12 17:21:08.968,9.363276692120968,,,,,,,
208,2016-02-12 21:05:00.000,2016-02-12 21:10:00.000,2016-02-12 21:20:00.000,B7.5,280.001382,291.740514,2497,2016-02-12 21:10:02.765,2016-02-12 21:05:00,,8.587074064629267,2016-02-12 21:10:02.765,2016-02-12 21:10:02.765,,,,,,,,
209,2016-02-12 22:04:00.000,2016-02-12 22:15:00.000,2016-02-12 22:25:00.000,B7.7,295.932978,291.175728,2497,2016-02-12 22:14:21.185,2016-02-12 22:05:50,,9.665609057887428,2016-02-12 22:14:21.185,2016-02-12 22:14:21.185,,,,,,,,
210,2016-02-12 22:34:00.000,2016-02-12 22:39:00.000,2016-02-12 22:43:00.000,C3.0,344.285268,272.93199,2497,2016-02-12 22:39:20.318,2016-02-12 22:35:10,,9.947663390492247,2016-02-12 22:39:20.318,2016-02-12 22:39:20.318,,,,,,,,
211,2016-02-13 00:20:00.000,2016-02-13 00:26:00.000,2016-02-13 00:32:00.000,B8.9,327.515802,289.955478,2497,2016-02-13 00:25:54.161,2016-02-13 00:21:00.000,,10.205607548490015,2016-02-13 00:25:54.161,2016-02-13 00:25:54.161,10.255556948100663,,,,,,,
212,2016-02-13 00:59:00.000,2016-02-13 01:00:00.000,2016-02-13 01:06:00.000,B8.0,339.171216,337.568826,2497,2016-02-13 01:03:02.385,2016-02-13 01:00:00.000,,10.187099001298485,2016-02-13 01:03:02.385,2016-02-13 01:03:02.385,,,,,,,,
213,2016-02-13 06:46:00.000,2016-02-13 06:50:00.000,2016-02-13 06:54:00.000,B6.6,374.109222,287.963118,2497,2016-02-13 06:50:04.318,2016-02-13 06:46:30,,9.269463262434803,2016-02-13 06:50:04.318,2016-02-13 06:50:04.318,,,,,,,,
214,2016-02-13 08:25:00.000,2016-02-13 08:31:00.000,2016-02-13 08:34:00.000,C1.3,401.596884,318.701556,2497,2016-02-13 08:31:37.065,2016-02-13 08:22:40,,10.813853197865882,2016-02-13 08:31:37.065,2016-02-13 08:31:37.065,10.939042917686443,,,,,,,
215,2016-02-13 10:04:00.000,2016-02-13 10:09:00.000,2016-02-13 10:13:00.000,C2.8,401.591724,318.745158,2497,2016-02-13 10:09:14.285,2016-02-13 10:03:00,,11.966145044872576,2016-02-13 10:09:14.285,2016-02-13 10:09:14.285,9.142456817833422,,,,,,,
216,2016-02-13 10:58:00.000,2016-02-13 11:00:00.000,2016-02-13 11:06:00.000,B8.5,416.54358,317.921442,2497,2016-02-13 11:01:50.218,2016-02-13 10:58:20,,10.114057895082295,2016-02-13 11:01:50.218,2016-02-13 11:01:50.218,,,,,,,,
217,2016-02-13 13:32:00.000,2016-02-13 13:43:00.000,2016-02-13 13:58:00.000,B6.9,431.361162,317.10933,2497,2016-02-13 13:42:46.425,2016-02-13 13:34:10,,8.63519406102954,2016-02-13 13:42:46.425,2016-02-13 13:42:46.425,,,,,,,,
218,2016-02-13 15:16:00.000,2016-02-13 15:24:00.000,2016-02-13 15:26:00.000,M1.8,444.17121,332.257626,2497,2016-02-13 15:24:06.865,2016-02-13 15:18:10,,12.774503054226177,2016-02-13 15:24:06.865,2016-02-13 15:24:06.865,,,,,,,,
219,2016-02-13 18:50:00.000,2016-02-13 18:55:00.000,2016-02-13 19:02:00.000,C1.6,473.004672,330.441084,2497,2016-02-13 18:55:30.011,2016-02-13 18:51:00.000,,10.964040239030872,2016-02-13 18:55:30.011,2016-02-13 18:55:30.011,10.374774999254953,,,,,,,
220,2016-02-13 20:45:00.000,2016-02-13 21:00:00.000,2016-02-13 21:12:00.000,C2.5,546.901128,293.037504,2497,2016-02-13 21:05:43.085,2016-02-13 20:46:00.000,,9.505021060915087,2016-02-13 21:05:43.085,2016-02-13 21:05:43.085,10.399811645703968,,,,,,,
221,2016-02-13 21:29:00.000,2016-02-13 21:34:00.000,2016-02-13 21:40:00.000,C1.1,503.374716,312.453996,2497,2016-02-13 21:34:43.881,2016-02-13 21:30:30,,10.510044839872252,2016-02-13 21:34:43.881,2016-02-13 21:34:43.881,10.607114722057096,11.371040186281144,11.151503870540333,10.65335324340733,10.3779373384387,10.41152813509193,10.560194523138854,10.588870415492854
222,2016-02-13 21:57:00.000,2016-02-13 22:01:00.000,2016-02-13 22:06:00.000,B9.5,464.03214,283.153212,2497,2016-02-13 22:01:41.795,2016-02-13 21:55:30,,9.547649779567315,2016-02-13 22:01:41.795,2016-02-13 22:01:41.795,10.72516630572574,,,,,,,
223,2016-02-13 22:07:00.000,2016-02-13 22:12:00.000,2016-02-13 22:16:00.000,C2.1,-967.42794,86.050464,0,2016-02-13 22:12:53.535,2016-02-13 22:07:30,,10.473655370911805,2016-02-13 22:12:53.535,2016-02-13 22:12:53.535,,,,,,,,
224,2016-02-14 00:51:00.000,2016-02-14 00:58:00.000,2016-02-14 01:02:00.000,B9.6,560.404962,291.982458,2497,2016-02-14 00:57:59.691,2016-02-14 00:50:20,,11.45989297200305,2016-02-14 00:57:59.691,2016-02-14 00:57:59.691,12.624417567061222,,,,,,,
225,2016-02-14 01:18:00.000,2016-02-14 01:21:00.000,2016-02-14 01:26:00.000,C1.3,452.124396,-187.179084,2500,2016-02-14 01:21:43.048,2016-02-14 01:19:30,,11.100300406154687,2016-02-14 01:21:43.048,2016-02-14 01:21:43.048,11.173917883616975,7.250674088882598,8.095977775166876,9.611978705385257,10.38212208516596,11.08063884056129,11.46377789203657,11.556754881592946
226,2016-02-14 03:06:00.000,2016-02-14 03:17:00.000,2016-02-14 03:31:00.000,C1.1,-965.39358,104.791878,0,2016-02-14 03:17:11.415,2016-02-14 03:07:00.000,,8.879634593226406,2016-02-14 03:17:11.415,2016-02-14 03:17:11.415,,,,,,,,
227,2016-02-14 04:27:00.000,2016-02-14 04:39:00.000,2016-02-14 04:52:00.000,C3.4,558.211608,308.198736,2497,2016-02-14 04:39:35.268,2016-02-14 04:28:00,,10.529188042685893,2016-02-14 04:39:35.268,2016-02-14 04:39:35.268,,,,,,,,
228,2016-02-14 08:30:00.000,2016-02-14 08:33:00.000,2016-02-14 08:36:00.000,C1.0,586.890522,289.766712,2497,2016-02-14 08:33:19.868,2016-02-14 08:30:20,,10.617013539500949,2016-02-14 08:33:19.868,2016-02-14 08:33:19.868,,,,,,,,
229,2016-02-14 09:52:00.000,2016-02-14 09:58:00.000,2016-02-14 10:30:00.000,C6.9,637.72242,284.693958,2497,2016-02-14 10:25:15.191,2016-02-14 10:03:10,,12.523368956979565,2016-02-14 10:25:15.191,2016-02-14 10:25:15.191,9.783162014834494,,,,,,,
230,2016-02-14 11:53:00.000,2016-02-14 11:57:00.000,2016-02-14 12:01:00.000,C1.4,612.67068,287.340348,2497,2016-02-14 11:57:16.538,2016-02-14 11:53:40,,11.796981881957715,2016-02-14 11:57:16.538,2016-02-14 11:57:16.538,,,,,,,,
231,2016-02-14 19:18:00.000,2016-02-14 19:26:00.000,2016-02-14 19:29:00.000,M1.0,694.07088,294.09264,2497,2016-02-14 19:26:46.368,2016-02-14 19:20:00,,12.278486379610507,2016-02-14 19:26:46.368,2016-02-14 19:26:46.368,8.504238259390107,8.443284287585334,8.543667056931644,8.918353357727245,9.41989684057539,10.405082386717094,11.145560991278968,11.282510306257462
232,2016-02-14 21:10:00.000,2016-02-14 21:18:00.000,2016-02-14 21:27:00.000,C2.4,699.25944,261.687198,2497,2016-02-14 21:18:21.245,2016-02-14 21:11:40,,9.303536623373516,2016-02-14 21:18:21.245,2016-02-14 21:18:21.245,9.858361742312109,9.682004733056033,9.850592975321305,10.14907058415527,10.318133477031216,10.533804855367368,10.539838772854024,10.503506625096893
233,2016-02-15 04:02:00.000,2016-02-15 04:18:00.000,2016-02-15 04:24:00.000,C3.9,747.56046,286.698426,2497,2016-02-15 04:18:46.388,2016-02-15 04:02:30,,11.18086246257956,2016-02-15 04:18:46.388,2016-02-15 04:18:46.388,10.305636034861331,9.933731690966466,10.048469040431582,10.01015021731791,9.989137340776042,9.810192324625886,9.604563411517725,9.655732009642835
234,2016-02-15 05:27:00.000,2016-02-15 05:33:00.000,2016-02-15 05:38:00.000,C1.4,773.12748,251.048382,2497,2016-02-15 05:33:17.148,2016-02-15 05:28:40,,11.112561890203043,2016-02-15 05:33:17.148,2016-02-15 05:33:17.148,11.448482158908398,10.658882603618634,10.832669636863246,11.055107451435685,11.2767498198637,11.462615090040961,11.517356253321127,11.515033935164933
235,2016-02-15 06:35:00.000,2016-02-15 06:38:00.000,2016-02-15 06:40:00.000,B6.4,755.59746,237.89763,2497,2016-02-15 06:38:24.705,2016-02-15 06:37:20,,10.513656513649988,2016-02-15 06:38:24.705,2016-02-15 06:38:24.705,11.40920215882845,,,,,,,
236,2016-02-15 07:20:00.000,2016-02-15 07:23:00.000,2016-02-15 07:32:00.000,B9.1,757.57176,285.173034,2497,2016-02-15 07:23:32.141,2016-02-15 07:21:20,,11.243612173577608,2016-02-15 07:23:32.141,2016-02-15 07:23:32.141,,,,,,,,
237,2016-02-15 08:26:00.000,2016-02-15 08:41:00.000,2016-02-15 08:46:00.000,C5.2,767.36346,283.592088,2497,2016-02-15 08:41:25.631,2016-02-15 08:27:10,,11.262089937068536,2016-02-15 08:41:25.631,2016-02-15 08:41:25.631,10.845955306981638,10.754238151932272,11.035758594269254,11.376758013221377,11.532854269205648,11.312116339902063,10.967765600616604,11.011413202039671
238,2016-02-15 09:29:00.000,2016-02-15 09:34:00.000,2016-02-15 09:44:00.000,C2.3,786.24378,280.351668,2497,2016-02-15 09:34:07.711,2016-02-15 09:30:10,,10.460105885175947,2016-02-15 09:34:07.711,2016-02-15 09:34:07.711,,,,,,,,
239,2016-02-15 10:41:00.000,2016-02-15 11:00:00.000,2016-02-15 11:06:00.000,M1.1,773.09496,251.127018,2497,2016-02-15 11:00:06.565,2016-02-15 10:42:50,,12.79278005467541,2016-02-15 11:00:06.565,2016-02-15 11:00:06.565,12.464989252921406,12.617013644554955,12.505790477529853,12.486485446175777,12.343978794695087,11.609443702282217,10.934762831827317,10.779473822668603
240,2016-02-15 14:40:00.000,2016-02-15 15:04:00.000,2016-02-15 15:13:00.000,C3.3,827.21088,241.118472,2497,2016-02-15 15:04:21.878,2016-02-15 14:40:50,,9.478580727168868,2016-02-15 15:04:21.878,2016-02-15 15:04:21.878,11.075604804534361,,,,,,,
241,2016-02-15 17:14:00.000,2016-02-15 17:23:00.000,2016-02-15 17:27:00.000,C2.5,801.23016,246.271542,2497,2016-02-15 17:22:50.525,2016-02-15 17:15:00,,11.543287579983115,2016-02-15 17:22:50.525,2016-02-15 17:22:50.525,,,,,,,,
242,2016-02-15 17:32:00.000,2016-02-15 17:34:00.000,2016-02-15 17:36:00.000,C1.6,843.23658,237.651648,2497,2016-02-15 17:35:58.998,2016-02-15 17:33:10,,11.573661153100133,2016-02-15 17:35:58.998,2016-02-15 17:35:58.998,12.583975175446946,12.413116829677644,12.484754634259007,12.689219081093833,12.7261364812661,12.74907186577224,12.571742677997387,12.453688757670696
243,2016-02-15 17:46:00.000,2016-02-15 17:52:00.000,2016-02-15 18:00:00.000,C4.2,801.22674,246.278706,2497,2016-02-15 17:52:15.885,2016-02-15 17:46:10,,12.077891170908464,2016-02-15 17:52:15.885,2016-02-15 17:52:15.885,,,,,,,,
244,2016-02-15 18:08:00.000,2016-02-15 18:12:00.000,2016-02-15 18:15:00.000,C2.2,843.2325,237.65841,2497,2016-02-15 18:12:24.195,2016-02-15 18:09:10,,12.06585990478382,2016-02-15 18:12:24.195,2016-02-15 18:12:24.195,,,,,,,,
245,2016-02-15 18:42:00.000,2016-02-15 18:46:00.000,2016-02-15 18:49:00.000,C2.9,810.1245,244.601472,2497,2016-02-15 18:45:47.121,2016-02-15 18:43:30,,12.956247681063717,2016-02-15 18:45:47.121,2016-02-15 18:45:47.121,,,,,,,,
246,2016-02-15 19:31:00.000,2016-02-15 19:37:00.000,2016-02-15 19:41:00.000,C1.2,817.58484,289.88604,2497,2016-02-15 19:37:19.578,2016-02-15 19:31:40,,10.89948724828705,2016-02-15 19:37:19.578,2016-02-15 19:37:19.578,11.302674738880192,,,,,,,
247,2016-02-15 19:46:00.000,2016-02-15 19:52:00.000,2016-02-15 19:55:00.000,C1.7,850.857,235.90038,2497,2016-02-15 19:51:52.021,2016-02-15 19:46:30,,11.388345538247307,2016-02-15 19:51:52.021,2016-02-15 19:51:52.021,,,,,,,,
248,2016-02-15 20:02:00.000,2016-02-15 20:06:00.000,2016-02-15 20:10:00.000,C1.6,835.32534,239.440092,2497,2016-02-15 20:06:16.271,2016-02-15 20:02:30,,10.488353654991576,2016-02-15 20:06:16.271,2016-02-15 20:06:16.271,11.154903073412274,9.262662863009544,9.890383287384308,10.903837442090236,11.422291868696455,11.737226459793007,11.745825472712603,11.700967574717327
249,2016-02-15 20:53:00.000,2016-02-15 20:58:00.000,2016-02-15 21:05:00.000,C1.2,855.1677,250.457184,2497,2016-02-15 20:58:05.121,2016-02-15 20:55:10,,11.297327118257712,2016-02-15 20:58:05.121,2016-02-15 20:58:05.121,9.495397601905642,9.271213488136814,8.32438973805371,8.719663211066084,9.252480929681022,10.177276433296122,10.789157638835688,10.985163079226066
250,2016-02-15 21:14:00.000,2016-02-15 21:40:00.000,2016-02-15 21:49:00.000,C4.1,815.84604,259.236696,2497,2016-02-15 21:40:26.678,2016-02-15 21:15:20,,10.204688877548838,2016-02-15 21:40:26.678,2016-02-15 21:40:26.678,9.41378962954428,,,,,,,
251,2016-02-16 11:34:00.000,2016-02-16 11:38:00.000,2016-02-16 11:46:00.000,B5.4,886.3782,272.049216,2497,2016-02-16 11:37:47.905,2016-02-16 11:35:10,,9.32366259008074,2016-02-16 11:37:47.905,2016-02-16 11:37:47.905,,19.75635430978512,19.256873678864643,,,,,
252,2016-02-16 13:36:00.000,2016-02-16 13:52:00.000,2016-02-16 13:57:00.000,C1.9,896.94786,268.300482,2497,2016-02-16 13:51:46.201,2016-02-16 13:46:20,,10.293009187871673,2016-02-16 13:51:46.201,2016-02-16 13:51:46.201,9.181848205230247,,,,,,,
253,2016-02-16 15:29:00.000,2016-02-16 15:48:00.000,2016-02-16 15:53:00.000,C2.1,918.14562,230.01936,2497,2016-02-16 15:48:01.611,2016-02-16 15:29:30,,9.526511659453886,2016-02-16 15:48:01.611,2016-02-16 15:48:01.611,10.89557022803636,15.166456580062333,15.073535880250544,13.043452336212688,12.551146271457105,11.139684563136726,10.447790981040404,10.076557450334239
254,2016-02-16 16:47:00.000,2016-02-16 16:50:00.000,2016-02-16 16:57:00.000,C1.2,913.77276,231.955998,2497,2016-02-16 16:50:25.315,2016-02-16 16:48:00,,12.264522692857055,2016-02-16 16:50:25.315,2016-02-16 16:50:25.315,,,,,,,,
