,event_starttime,event_peaktime,event_endtime,fl_goescls,hpc_x,hpc_y,ar_noaanum,Actual Peak Time,Background End Time,Mean Onset Temp,Flare Peak Temp,Peak Flux NoSub,Peak Flux,Fancy Onset,Mean Onset 1/8,Mean Onset 1/6,Mean Onset 1/4,Mean Onset 1/3,Mean Onset 1/2,Mean Onset 2/3,Mean Onset 3/4
78,2016-01-22 23:47:00.000,2016-01-22 23:52:00.000,2016-01-22 23:55:00.000,B7.1,-441.769236,181.086954,2488,2016-01-22 23:51:54.321,2016-01-22 23:47:10,,8.882674775438261,2016-01-22 23:51:54.321,2016-01-22 23:51:54.321,,,,,,,,
79,2016-01-23 00:53:00.000,2016-01-23 00:57:00.000,2016-01-23 01:04:00.000,B4.3,-149.793468,-116.176992,2487,2016-01-23 00:57:30.591,2016-01-23 00:54:40,,8.525879975179278,2016-01-23 00:57:30.591,2016-01-23 00:57:30.591,,,,,,,,
80,2016-01-24 00:01:00.000,2016-01-24 00:05:00.000,2016-01-24 00:09:00.000,B4.5,49.7086806,-147.635064,2487,2016-01-24 00:05:15.811,2016-01-24 00:02:50,,7.6579087967936665,2016-01-24 00:05:15.811,2016-01-24 00:05:15.811,,,,,,,,
81,2016-01-24 04:06:00.000,2016-01-24 04:54:00.000,2016-01-24 06:45:00.000,C1.4,-168.689868,207.918444,2488,2016-01-24 04:55:21.795,2016-01-24 04:12:00,,8.451610693558091,2016-01-24 04:55:21.795,2016-01-24 04:55:21.795,7.50457737685994,,,,,,,
82,2016-01-24 04:07:00.000,2016-01-24 04:55:00.000,2016-01-24 05:38:00.000,C1.4,-169.028496,191.20176,2488,2016-01-24 04:55:21.795,2016-01-24 04:08:00.000,,8.3607265189336,2016-01-24 04:55:21.795,2016-01-24 04:55:21.795,7.640375267819362,,,,,,,
83,2016-01-24 08:20:00.000,2016-01-24 08:24:00.000,2016-01-24 08:30:00.000,B5.9,-918.17376,-308.465286,0,2016-01-24 08:24:48.271,2016-01-24 08:18:30,,9.006675772503202,2016-01-24 08:24:48.271,2016-01-24 08:24:48.271,,,,,,,,
84,2016-01-24 10:21:00.000,2016-01-24 10:55:00.000,2016-01-24 11:09:00.000,B5.7,-135.19899,208.78542,2488,2016-01-24 10:55:44.455,2016-01-24 10:22:00.000,,5.911832884297199,2016-01-24 10:55:44.455,2016-01-24 10:55:44.455,,,,,,,,
85,2016-01-24 11:42:00.000,2016-01-24 12:00:00.000,2016-01-24 12:16:00.000,B6.1,-948.2571,182.612898,0,2016-01-24 12:00:43.805,2016-01-24 11:52:00,,8.203827865776807,2016-01-24 12:00:43.805,2016-01-24 12:00:43.805,,,,,,,,
86,2016-01-24 12:48:00.000,2016-01-24 13:00:00.000,2016-01-24 13:18:00.000,B5.9,-942.58362,185.744502,0,2016-01-24 13:00:33.915,2016-01-24 12:45:40,,6.551774814708908,2016-01-24 13:00:33.915,2016-01-24 13:00:33.915,,,,,,,,
87,2016-01-24 14:03:00.000,2016-01-24 14:15:00.000,2016-01-24 14:27:00.000,B4.6,-942.06912,170.657358,0,2016-01-24 14:16:45.011,2016-01-24 14:16:20,,,2016-01-24 14:16:45.011,2016-01-24 14:16:45.011,,,,,,,,
88,2016-01-24 22:12:00.000,2016-01-24 22:17:00.000,2016-01-24 22:22:00.000,B7.4,-17.0827764,92.314056,2488,2016-01-24 22:17:10.488,2016-01-24 22:13:00.000,,9.96941604067103,2016-01-24 22:17:10.488,2016-01-24 22:17:10.488,10.79544511936259,,,,,,,
89,2016-01-25 06:50:00.000,2016-01-25 06:54:00.000,2016-01-25 07:01:00.000,B8.0,-866.50656,192.096918,0,2016-01-25 06:54:38.191,2016-01-25 06:50:30,,10.46924039997556,2016-01-25 06:54:38.191,2016-01-25 06:54:38.191,,,,,,,,
90,2016-01-25 06:50:00.000,2016-01-25 06:54:00.000,2016-01-25 07:01:00.000,B8.0,-866.50656,192.096918,0,2016-01-25 06:54:38.191,2016-01-25 06:50:30,,10.46924039997556,2016-01-25 06:54:38.191,2016-01-25 06:54:38.191,,,,,,,,
91,2016-01-25 07:52:00.000,2016-01-25 07:54:00.000,2016-01-25 07:57:00.000,B4.9,-859.0572,193.565382,0,2016-01-25 07:54:59.035,2016-01-25 07:49:20,,10.649930904458543,2016-01-25 07:54:59.035,2016-01-25 07:54:59.035,16.233740036114963,,,,,,,
92,2016-01-25 08:14:00.000,2016-01-25 08:17:00.000,2016-01-25 08:20:00.000,B4.6,-863.96208,208.73721,0,2016-01-25 08:17:40.945,2016-01-25 08:15:00.000,,9.173909934381603,2016-01-25 08:17:40.945,2016-01-25 08:17:40.945,10.996575612427392,7.950768426810794,8.42224215586201,9.302828640602566,9.916774908888824,10.545583608913034,10.766286555290502,10.714771314443478
93,2016-01-25 09:00:00.000,2016-01-25 09:07:00.000,2016-01-25 09:11:00.000,C1.4,-859.05276,193.59384,0,2016-01-25 09:07:35.098,2016-01-25 09:02:10,,12.253556746388707,2016-01-25 09:07:35.098,2016-01-25 09:07:35.098,9.691731278540505,,,,,,,
94,2016-01-25 10:27:00.000,2016-01-25 10:33:00.000,2016-01-25 10:35:00.000,C1.0,-859.047,193.630206,2489,2016-01-25 10:33:42.161,2016-01-25 10:28:20,,10.508898035151262,2016-01-25 10:33:42.161,2016-01-25 10:33:42.161,10.397446155442111,,,,,,,
95,2016-01-25 12:58:00.000,2016-01-25 13:11:00.000,2016-01-25 13:30:00.000,B8.0,-869.41668,-340.02156,2490,2016-01-25 13:10:59.251,2016-01-25 13:05:40,,4.033703574501165,2016-01-25 13:10:59.251,2016-01-25 13:10:59.251,,,,,,,,
96,2016-01-25 13:55:00.000,2016-01-25 13:56:00.000,2016-01-25 13:57:00.000,B5.2,119.256378,109.558434,2488,2016-01-25 13:56:39.451,2016-01-25 13:55:50,,13.338764217224131,2016-01-25 13:56:39.451,2016-01-25 13:56:39.451,,,,,,,,
97,2016-01-25 21:54:00.000,2016-01-25 21:58:00.000,2016-01-25 22:01:00.000,B4.7,-832.407,-312.666576,2490,2016-01-25 21:58:08.398,2016-01-25 21:55:00.000,,7.9802491751304485,2016-01-25 21:58:08.398,2016-01-25 21:58:08.398,,11.341727661581457,,,,,,
98,2016-01-26 01:57:00.000,2016-01-26 02:01:00.000,2016-01-26 02:04:00.000,B5.3,-762.2604,192.508302,2489,2016-01-26 02:01:12.238,2016-01-26 01:56:10,,9.831068494684581,2016-01-26 02:01:12.238,2016-01-26 02:01:12.238,10.300499959229905,,,,,,,
99,2016-01-26 03:01:00.000,2016-01-26 03:05:00.000,2016-01-26 03:10:00.000,B7.3,-749.82474,210.455616,2489,2016-01-26 03:05:32.725,2016-01-26 03:01:40,,10.399605580728183,2016-01-26 03:05:32.725,2016-01-26 03:05:32.725,10.562923721884076,,,,,,,
100,2016-01-26 04:53:00.000,2016-01-26 04:56:00.000,2016-01-26 04:59:00.000,B5.3,-739.15332,211.78386,2489,2016-01-26 04:56:22.581,2016-01-26 04:54:20,,10.809653522242483,2016-01-26 04:56:22.581,2016-01-26 04:56:22.581,,,,,,,,
101,2016-01-26 16:54:00.000,2016-01-26 17:51:00.000,2016-01-26 18:45:00.000,C1.3,410.50665,-414.782796,0,2016-01-26 17:55:40.125,2016-01-26 17:07:10,,7.440669852072263,2016-01-26 17:55:40.125,2016-01-26 17:55:40.125,7.565084622389789,,,,,,,
102,2016-01-26 17:04:00.000,2016-01-26 17:15:00.000,2016-01-26 18:40:00.000,C1.3,597.577014,-231.611094,2486,2016-01-26 17:55:40.125,2016-01-26 17:03:40,,7.513028330806689,2016-01-26 17:55:40.125,2016-01-26 17:55:40.125,7.403989312096174,,,,,,,
103,2016-01-26 23:52:00.000,2016-01-27 01:02:00.000,2016-01-27 01:35:00.000,B7.4,-645.88362,221.98062,2489,2016-01-26 23:58:16.008,2016-01-26 23:57:30,,11.254765791209822,2016-01-26 23:58:16.008,2016-01-26 23:58:16.008,,,,,,,,
104,2016-01-27 01:36:00.000,2016-01-27 01:48:00.000,2016-01-27 02:06:00.000,B5.8,-594.39141,226.318104,2489,2016-01-27 01:48:24.921,2016-01-27 01:39:20,,8.717803531051679,2016-01-27 01:48:24.921,2016-01-27 01:48:24.921,,,,,,,,
105,2016-01-27 05:26:00.000,2016-01-27 05:37:00.000,2016-01-27 05:52:00.000,B9.4,-592.6353,243.00702,2489,2016-01-27 05:36:48.091,2016-01-27 05:22:30,,8.89713661215388,2016-01-27 05:36:48.091,2016-01-27 05:36:48.091,11.526966647483158,,,,,,,
106,2016-01-27 13:26:00.000,2016-01-27 13:30:00.000,2016-01-27 13:34:00.000,C1.0,-498.683232,216.872406,2489,2016-01-27 13:29:57.251,2016-01-27 13:27:00.000,,11.766578152946918,2016-01-27 13:29:57.251,2016-01-27 13:29:57.251,,,,,,,,
107,2016-01-27 19:22:00.000,2016-01-27 19:27:00.000,2016-01-27 19:33:00.000,B5.3,-561.8001,-277.760184,2490,2016-01-27 19:27:48.328,2016-01-27 19:23:00.000,,8.155222659678987,2016-01-27 19:27:48.328,2016-01-27 19:27:48.328,,,,,,,,
108,2016-01-27 20:28:00.000,2016-01-27 20:31:00.000,2016-01-27 20:36:00.000,B5.2,-690.48078,-239.15481,2490,2016-01-27 20:31:54.465,2016-01-27 20:29:00.000,,7.911750706893303,2016-01-27 20:31:54.465,2016-01-27 20:31:54.465,9.101531470658637,11.233257487457093,10.905869133514644,10.482963560815657,10.08773618918151,9.591149117089042,9.159099269164138,8.991178690707788
109,2016-01-28 03:18:00.000,2016-01-28 03:22:00.000,2016-01-28 03:25:00.000,B6.1,653.81274,88.821096,2488,2016-01-28 03:22:09.405,2016-01-28 03:19:00.000,,9.553679118134662,2016-01-28 03:22:09.405,2016-01-28 03:22:09.405,,,,,,,,
110,2016-01-28 05:17:00.000,2016-01-28 05:23:00.000,2016-01-28 05:28:00.000,C5.3,678.67266,86.589348,2488,2016-01-28 05:23:09.561,2016-01-28 05:19:00,,11.37220375141652,2016-01-28 05:23:09.561,2016-01-28 05:23:09.561,8.122678239836983,6.839215629144818,7.411264743095489,8.105572490808365,8.689060804483812,9.703118506135274,10.472924705092995,10.72313987676283
111,2016-01-28 06:52:00.000,2016-01-28 07:02:00.000,2016-01-28 07:12:00.000,C2.8,634.86336,207.745218,2488,2016-01-28 07:02:00.548,2016-01-28 06:53:00.000,,11.025152605545232,2016-01-28 07:02:00.548,2016-01-28 07:02:00.548,11.561577429575875,,,,,,,
112,2016-01-28 11:48:00.000,2016-01-28 12:00:00.000,2016-01-28 12:16:00.000,C9.6,713.4879,117.034158,2488,2016-01-28 12:02:37.135,2016-01-28 11:48:30,,10.956967647922385,2016-01-28 12:02:37.135,2016-01-28 12:02:37.135,9.595792611158156,9.985236688825399,10.10351131209243,10.0722124772618,9.99466534358399,9.844179517610216,10.18765460393262,10.437863667874327
113,2016-01-28 21:48:00.000,2016-01-28 21:57:00.000,2016-01-28 22:02:00.000,C3.3,742.56312,180.738864,2488,2016-01-28 21:57:11.028,2016-01-28 21:49:00.000,,10.860160223469387,2016-01-28 21:57:11.028,2016-01-28 21:57:11.028,9.291338366883963,9.686036663082422,9.524266289447713,9.43454639901463,9.368748690488504,9.724903771790993,10.23172764134778,10.51673668963206
114,2016-01-29 03:14:00.000,2016-01-29 03:38:00.000,2016-01-29 04:04:00.000,B8.7,-459.333678,-252.870024,2490,2016-01-29 03:39:20.208,2016-01-29 03:24:50,,7.002159309133475,2016-01-29 03:39:20.208,2016-01-29 03:39:20.208,7.622173111317273,7.258768745988734,7.246414511101349,7.482740687565719,7.600569272227621,7.577061517009547,7.636727119700511,7.640502063159666
115,2016-01-29 04:15:00.000,2016-01-29 04:28:00.000,2016-01-29 04:36:00.000,C2.0,783.98862,175.559286,2488,2016-01-29 04:28:55.951,2016-01-29 04:16:00,,9.697704669691097,2016-01-29 04:28:55.951,2016-01-29 04:28:55.951,,,,,,,,
116,2016-01-29 07:57:00.000,2016-01-29 08:18:00.000,2016-01-29 08:26:00.000,C3.5,793.74102,174.275538,2488,2016-01-29 08:17:51.831,2016-01-29 07:57:40,,11.097720120137959,2016-01-29 08:17:51.831,2016-01-29 08:17:51.831,11.150221467047995,,,,,,,
117,2016-01-29 08:03:00.000,2016-01-29 08:06:00.000,2016-01-29 08:10:00.000,C1.0,834.57768,118.18101,2488,2016-01-29 08:06:38.045,2016-01-29 08:03:50,,9.584303437550329,2016-01-29 08:06:38.045,2016-01-29 08:06:38.045,,,,,,,,
118,2016-01-29 14:53:00.000,2016-01-29 15:00:00.000,2016-01-29 15:11:00.000,B8.8,860.38872,97.000752,2488,2016-01-29 15:00:42.101,2016-01-29 14:54:00.000,,8.842739431058755,2016-01-29 15:00:42.101,2016-01-29 15:00:42.101,9.554131272117507,,,,,,,
119,2016-01-29 16:33:00.000,2016-01-29 16:41:00.000,2016-01-29 16:49:00.000,C1.2,836.89428,183.951762,2488,2016-01-29 16:41:42.081,2016-01-29 16:34:00.000,,8.863484758533176,2016-01-29 16:41:42.081,2016-01-29 16:41:42.081,9.49590024053478,,,,,,,
120,2016-01-29 17:41:00.000,2016-01-29 17:44:00.000,2016-01-29 17:47:00.000,B4.1,838.82556,167.295516,2488,2016-01-29 17:43:57.608,2016-01-29 17:42:00.000,,8.095948435495279,2016-01-29 17:43:57.608,2016-01-29 17:43:57.608,6.257551404982884,6.3617594811751434,6.160914586587472,6.937210174163198,7.126610454351092,6.211743345382387,6.322359610021403,6.48365246772942
121,2016-01-29 20:48:00.000,2016-01-29 21:46:00.000,2016-01-29 22:57:00.000,C2.0,908.73132,-320.21958,2487,2016-01-29 21:43:38.621,2016-01-29 20:49:40,,6.718772048083688,2016-01-29 21:43:38.621,2016-01-29 21:43:38.621,8.007260243873601,,,,,,,
122,2016-01-29 20:51:00.000,2016-01-29 21:43:00.000,2016-01-29 22:40:00.000,C2.0,908.73108,-320.219088,2487,2016-01-29 21:43:38.621,2016-01-29 20:49:40,,6.718772048083688,2016-01-29 21:43:38.621,2016-01-29 21:43:38.621,8.007260243873601,,,,,,,
123,2016-01-30 21:20:00.000,2016-01-30 21:25:00.000,2016-01-30 21:28:00.000,B9.1,957.11442,84.925548,2488,2016-01-30 21:25:35.865,2016-01-30 21:21:00.000,,9.172405646467073,2016-01-30 21:25:35.865,2016-01-30 21:25:35.865,8.556571648522556,,,,,,,
124,2016-01-31 08:09:00.000,2016-01-31 08:13:00.000,2016-01-31 08:16:00.000,B5.3,959.77524,83.280768,2488,2016-01-31 08:13:33.005,2016-01-31 08:10:00.000,,7.9715241443475335,2016-01-31 08:13:33.005,2016-01-31 08:13:33.005,,,,,,,,
125,2016-01-31 09:56:00.000,2016-01-31 10:02:00.000,2016-01-31 10:07:00.000,B6.0,952.20102,135.433188,2488,2016-01-31 10:02:30.168,2016-01-31 09:57:00.000,,7.058242869742546,2016-01-31 10:02:30.168,2016-01-31 10:02:30.168,,,,,,,,
126,2016-01-31 15:58:00.000,2016-01-31 16:01:00.000,2016-01-31 16:10:00.000,B4.3,376.12488,260.664702,2489,2016-01-31 16:01:53.348,2016-01-31 15:58:40,,8.269975403812273,2016-01-31 16:01:53.348,2016-01-31 16:01:53.348,,,,,,,,
127,2016-01-31 19:01:00.000,2016-01-31 19:07:00.000,2016-01-31 19:11:00.000,B8.6,174.17244,-255.482814,2490,2016-01-31 19:07:56.921,2016-01-31 19:02:00.000,,9.261653977613786,2016-01-31 19:07:56.921,2016-01-31 19:07:56.921,,,,,,,,
128,2016-01-31 23:41:00.000,2016-01-31 23:44:00.000,2016-01-31 23:47:00.000,B5.6,81.50217,-187.408908,2490,2016-01-31 23:46:49.065,2016-01-31 23:42:00.000,,9.234159492476312,2016-01-31 23:46:49.065,2016-01-31 23:46:49.065,10.667204057925975,,,,,,,
129,2016-02-01 01:09:00.000,2016-02-01 01:14:00.000,2016-02-01 01:17:00.000,C1.6,219.292092,-272.651394,2490,2016-02-01 01:14:34.478,2016-02-01 01:10:00.000,,10.730110256513843,2016-02-01 01:14:34.478,2016-02-01 01:14:34.478,,,,,,,,
130,2016-02-01 03:31:00.000,2016-02-01 03:36:00.000,2016-02-01 03:39:00.000,B9.4,-941.58552,202.14747,2491,2016-02-01 03:36:05.491,2016-02-01 03:32:00.000,,9.650104275094227,2016-02-01 03:36:05.491,2016-02-01 03:36:05.491,11.30990455272324,,,,,,,
131,2016-02-01 15:15:00.000,2016-02-01 15:22:00.000,2016-02-01 15:29:00.000,B3.9,565.43817,250.305618,2489,2016-02-01 15:22:03.965,2016-02-01 15:16:00.000,,7.439960261188581,2016-02-01 15:22:03.965,2016-02-01 15:22:03.965,,,,,,,,
132,2016-02-01 16:10:00.000,2016-02-01 16:13:00.000,2016-02-01 16:17:00.000,B3.6,565.43493,250.340286,2489,2016-02-01 16:13:26.178,2016-02-01 16:11:00.000,,8.336069445737609,2016-02-01 16:13:26.178,2016-02-01 16:13:26.178,,,,,,,,
133,2016-02-02 04:52:00.000,2016-02-02 05:00:00.000,2016-02-02 05:14:00.000,B4.6,-934.4556,235.236456,2492,2016-02-02 04:59:47.785,2016-02-02 04:52:40,,7.801730864556046,2016-02-02 04:59:47.785,2016-02-02 04:59:47.785,,,,,,,,
134,2016-02-02 11:25:00.000,2016-02-02 11:30:00.000,2016-02-02 11:37:00.000,B3.6,-908.67342,261.958314,2492,2016-02-02 11:30:26.978,2016-02-02 11:26:00.000,,8.377845589882424,2016-02-02 11:30:26.978,2016-02-02 11:30:26.978,,,,,,,,
135,2016-02-02 14:22:00.000,2016-02-02 14:52:00.000,2016-02-02 15:53:00.000,C1.2,-967.65768,102.938712,0,2016-02-02 14:52:14.628,2016-02-02 14:23:00.000,,9.0778598423665,2016-02-02 14:52:14.628,2016-02-02 14:52:14.628,11.27122576112555,11.48604500518473,11.57589640149783,11.708427150383653,11.7146491939212,11.505947093878207,11.181165163746547,11.012784362441105
136,2016-02-02 18:34:00.000,2016-02-02 19:02:00.000,2016-02-02 19:36:00.000,B6.5,-653.29356,94.047486,2491,2016-02-02 19:01:39.251,2016-02-02 19:00:00,,8.329144922211658,2016-02-02 19:01:39.251,2016-02-02 19:01:39.251,,,,,,,,
137,2016-02-03 02:09:00.000,2016-02-03 02:35:00.000,2016-02-03 02:45:00.000,B7.8,644.45442,-279.129948,2490,2016-02-03 02:35:11.005,2016-02-03 02:16:50,,8.109341592889123,2016-02-03 02:35:11.005,2016-02-03 02:35:11.005,8.046889531313493,,,,,,,
138,2016-02-03 02:12:00.000,2016-02-03 02:35:00.000,2016-02-03 03:38:00.000,B7.8,644.45418,-279.12816,2490,2016-02-03 02:35:11.005,2016-02-03 02:12:50,,7.978864691809397,2016-02-03 02:35:11.005,2016-02-03 02:35:11.005,8.493125653911969,,,,,,,
139,2016-02-03 04:39:00.000,2016-02-03 04:59:00.000,2016-02-03 05:24:00.000,B6.8,651.0573,-296.457138,2490,2016-02-03 04:58:42.835,2016-02-03 04:40:00.000,,7.42044887431264,2016-02-03 04:58:42.835,2016-02-03 04:58:42.835,,,,,,,,
140,2016-02-03 04:43:00.000,2016-02-03 04:59:00.000,2016-02-03 05:15:00.000,B6.8,651.057,-296.454804,2490,2016-02-03 04:58:42.835,2016-02-03 04:41:00,,7.547203739749156,2016-02-03 04:58:42.835,2016-02-03 04:58:42.835,8.193703144970579,,,,,,,
141,2016-02-03 11:21:00.000,2016-02-03 12:23:00.000,2016-02-03 13:24:00.000,C1.0,-815.45532,331.822176,2492,2016-02-03 12:23:23.975,2016-02-03 11:22:00.000,,6.641853028958342,2016-02-03 12:23:23.975,2016-02-03 12:23:23.975,6.363842992669219,,,,,,,
142,2016-02-03 12:03:00.000,2016-02-03 12:23:00.000,2016-02-03 12:42:00.000,C1.0,-823.15926,330.28032,2492,2016-02-03 12:23:23.975,2016-02-03 12:22:40,,9.261137997596013,2016-02-03 12:23:23.975,2016-02-03 12:23:23.975,,,,,,,,
143,2016-02-03 14:47:00.000,2016-02-03 14:53:00.000,2016-02-03 14:53:00.000,C1.0,-503.13435,89.822946,2491,2016-02-03 14:52:56.175,2016-02-03 14:46:20,,9.33581122489747,2016-02-03 14:52:56.175,2016-02-03 14:52:56.175,10.430153853235426,,,,,,,
144,2016-02-03 15:12:00.000,2016-02-03 15:23:00.000,2016-02-03 15:31:00.000,C1.8,-957.9753,100.646466,0,2016-02-03 15:24:03.931,2016-02-03 15:12:30,,9.093133950299588,2016-02-03 15:24:03.931,2016-02-03 15:24:03.931,10.969221989251263,,,,,,,
145,2016-02-03 16:29:00.000,2016-02-03 16:34:00.000,2016-02-03 16:39:00.000,C1.4,409.876158,-24.0331938,2493,2016-02-03 16:34:00.248,2016-02-03 16:30:10,,9.954425932743884,2016-02-03 16:34:00.248,2016-02-03 16:34:00.248,10.333103869315108,,,,,,,
146,2016-02-03 18:25:00.000,2016-02-03 18:33:00.000,2016-02-03 18:40:00.000,B7.5,425.13375,-24.7306908,2493,2016-02-03 18:29:53.155,2016-02-03 18:24:20,,9.466984623453072,2016-02-03 18:29:53.155,2016-02-03 18:29:53.155,9.743190147648527,,,,,,,
147,2016-02-03 22:05:00.000,2016-02-03 22:10:00.000,2016-02-03 22:17:00.000,C1.1,455.250288,-26.2240542,2493,2016-02-03 22:10:15.005,2016-02-03 22:05:10,,8.843592097960565,2016-02-03 22:10:15.005,2016-02-03 22:10:15.005,8.70432486233835,9.549010332701876,9.500209138653082,9.269746407044476,9.168029644640459,8.949325792516818,8.912430473663486,8.976289591901395
148,2016-02-04 02:11:00.000,2016-02-04 02:14:00.000,2016-02-04 02:17:00.000,C1.0,-328.085196,-88.179546,0,2016-02-04 02:15:11.458,2016-02-04 02:12:00.000,,11.545620775809372,2016-02-04 02:15:11.458,2016-02-04 02:15:11.458,,,,,,,,
149,2016-02-04 07:09:00.000,2016-02-04 07:13:00.000,2016-02-04 07:16:00.000,C1.1,782.04522,-262.862028,2490,2016-02-04 07:13:32.978,2016-02-04 07:10:10,,10.477929529118695,2016-02-04 07:13:32.978,2016-02-04 07:13:32.978,,,,,,,,
150,2016-02-04 09:16:00.000,2016-02-04 09:20:00.000,2016-02-04 09:25:00.000,B8.9,-343.741158,-88.492614,0,2016-02-04 09:19:58.708,2016-02-04 09:16:50,,10.845402660579296,2016-02-04 09:19:58.708,2016-02-04 09:19:58.708,13.256845652504573,17.365951727630105,16.524925452298717,15.108639295866416,14.049981406883752,13.249470158244149,12.828022340578148,12.689765437031458
151,2016-02-04 12:16:00.000,2016-02-04 12:21:00.000,2016-02-04 12:25:00.000,C2.4,-312.291174,-87.123918,0,2016-02-04 12:21:44.198,2016-02-04 12:17:40,,11.137892306683629,2016-02-04 12:21:44.198,2016-02-04 12:21:44.198,12.534742465707907,,,,,,,
152,2016-02-04 14:34:00.000,2016-02-04 14:42:00.000,2016-02-04 14:48:00.000,C2.1,-264.41187,-85.38981,0,2016-02-04 14:41:59.345,2016-02-04 14:32:30,,11.202956621017115,2016-02-04 14:41:59.345,2016-02-04 14:41:59.345,11.150252917528952,11.366725148405424,11.453221931910154,11.279685372461334,11.27768529258427,11.504952630964375,11.684387640305312,11.712446252444177
153,2016-02-04 16:44:00.000,2016-02-04 16:49:00.000,2016-02-04 16:53:00.000,C3.6,-230.356548,-118.26789,0,2016-02-04 16:50:07.465,2016-02-04 16:46:00,,10.967311863867742,2016-02-04 16:50:07.465,2016-02-04 16:50:07.465,8.346412850986841,7.270801179276462,7.652031829559567,8.410816139508139,8.922217425019516,9.507545681138142,10.004959103509579,10.251751334249345
154,2016-02-04 18:15:00.000,2016-02-04 18:22:00.000,2016-02-04 18:28:00.000,C5.1,-215.797626,-83.862282,2494,2016-02-04 18:22:04.738,2016-02-04 18:15:50,,11.875802148298893,2016-02-04 18:22:04.738,2016-02-04 18:22:04.738,,,,,,,,
155,2016-02-04 19:46:00.000,2016-02-04 19:55:00.000,2016-02-04 19:59:00.000,C1.1,848.2668,-276.301116,2490,2016-02-04 19:55:34.181,2016-02-04 19:45:10,,8.744506962302193,2016-02-04 19:55:34.181,2016-02-04 19:55:34.181,10.52108873977317,,,,,,,
156,2016-02-04 22:39:00.000,2016-02-04 22:44:00.000,2016-02-04 22:48:00.000,B8.6,-165.351258,-116.50206,2494,2016-02-04 22:43:58.995,2016-02-04 22:40:40,,9.52410801183056,2016-02-04 22:43:58.995,2016-02-04 22:43:58.995,,,,,,,,
157,2016-02-05 00:29:00.000,2016-02-05 00:33:00.000,2016-02-05 00:40:00.000,C1.4,-950.95392,204.669366,0,2016-02-05 00:33:39.218,2016-02-05 00:30:10,,10.661739624982635,2016-02-05 00:33:39.218,2016-02-05 00:33:39.218,,,,,,,,
158,2016-02-05 00:49:00.000,2016-02-05 00:56:00.000,2016-02-05 01:03:00.000,C3.0,-166.583052,-82.475934,2494,2016-02-05 00:56:21.141,2016-02-05 00:48:00,,11.646554327996451,2016-02-05 00:56:21.141,2016-02-05 00:56:21.141,12.716868235805396,,,,,,,
159,2016-02-05 03:22:00.000,2016-02-05 03:26:00.000,2016-02-05 03:32:00.000,B8.4,-954.32706,188.143566,2496,2016-02-05 03:26:44.625,2016-02-05 03:22:10,,11.133082864986646,2016-02-05 03:26:44.625,2016-02-05 03:26:44.625,,,,,,,,
160,2016-02-05 07:15:00.000,2016-02-05 07:22:00.000,2016-02-05 07:30:00.000,C2.9,-100.275756,-81.167508,2494,2016-02-05 07:22:28.061,2016-02-05 07:15:30,,10.452809623369877,2016-02-05 07:22:28.061,2016-02-05 07:22:28.061,,,,,,,,
161,2016-02-05 08:45:00.000,2016-02-05 08:50:00.000,2016-02-05 08:59:00.000,B9.3,-100.274742,-81.09855,2494,2016-02-05 08:50:52.341,2016-02-05 08:44:20,,8.479615625391036,2016-02-05 08:50:52.341,2016-02-05 08:50:52.341,10.742433748597982,,,,,,,
162,2016-02-05 13:05:00.000,2016-02-05 13:11:00.000,2016-02-05 13:17:00.000,C1.1,-947.19174,221.117064,2496,2016-02-05 13:11:51.188,2016-02-05 13:03:20,,9.212999644850544,2016-02-05 13:11:51.188,2016-02-05 13:11:51.188,9.715828911115997,8.044891947338062,7.690056037196522,,,,,
163,2016-02-05 18:02:00.000,2016-02-05 18:07:00.000,2016-02-05 18:13:00.000,B7.7,-947.15976,221.111646,2496,2016-02-05 18:07:00.081,2016-02-05 18:03:20,,9.279237961364469,2016-02-05 18:07:00.081,2016-02-05 18:07:00.081,,,,,,,,
164,2016-02-05 19:00:00.000,2016-02-05 21:20:00.000,2016-02-06 00:15:00.000,C1.1,16.7414424,-80.072178,2494,2016-02-05 21:20:15.808,2016-02-05 19:03:50,,7.646227963929107,2016-02-05 21:20:15.808,2016-02-05 21:20:15.808,8.415046529968919,,,,,,,
165,2016-02-06 02:40:00.000,2016-02-06 03:11:00.000,2016-02-06 03:30:00.000,C1.1,67.127772,-62.957148,2494,2016-02-06 03:12:04.535,2016-02-06 02:56:10,,9.059172348416332,2016-02-06 03:12:04.535,2016-02-06 03:12:04.535,11.51851189831127,,,,,,,
166,2016-02-06 02:48:00.000,2016-02-06 03:11:00.000,2016-02-06 03:35:00.000,C1.2,67.127712,-62.951154,2494,2016-02-06 03:12:04.535,2016-02-06 02:50:00,,8.980617189351213,2016-02-06 03:12:04.535,2016-02-06 03:12:04.535,11.14201471707008,,,,,,,
167,2016-02-06 03:56:00.000,2016-02-06 04:21:00.000,2016-02-06 04:38:00.000,B8.6,100.261662,-80.22831,2494,2016-02-06 04:21:15.825,2016-02-06 04:04:40,,8.917371278120799,2016-02-06 04:21:15.825,2016-02-06 04:21:15.825,9.724723186549014,,,,,,,
